,Zipcode,Stats,WORK EXPERIENCE,Below poverty level,Percent below poverty level,Total
8461,62424,Margin of Error,Population 16 years and over,61.0,3.6,190.0
8462,62424,Margin of Error,"Worked full-time, year-round in the past 12 months",21.0,2.2,143.0
8463,62424,Margin of Error,Worked part-time or part-year in the past 12 months,27.0,7.7,92.0
8464,62425,Estimate,Did not work,39.0,42.4,92.0
8465,62425,Estimate,Population 16 years and over,48.0,11.9,402.0
8466,62425,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,222.0
8467,62425,Estimate,Worked part-time or part-year in the past 12 months,9.0,10.2,88.0
8468,62425,Margin of Error,Did not work,35.0,29.2,41.0
8469,62425,Margin of Error,Population 16 years and over,40.0,9.8,138.0
8470,62425,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,13.6,105.0
8471,62425,Margin of Error,Worked part-time or part-year in the past 12 months,14.0,18.1,71.0
8472,62426,Estimate,Did not work,76.0,27.8,273.0
8473,62426,Estimate,Population 16 years and over,133.0,19.5,682.0
8474,62426,Estimate,"Worked full-time, year-round in the past 12 months",39.0,13.5,289.0
8475,62426,Estimate,Worked part-time or part-year in the past 12 months,18.0,15.0,120.0
8476,62426,Margin of Error,Did not work,57.0,17.4,82.0
8477,62426,Margin of Error,Population 16 years and over,83.0,11.5,140.0
8478,62426,Margin of Error,"Worked full-time, year-round in the past 12 months",46.0,14.5,104.0
8479,62426,Margin of Error,Worked part-time or part-year in the past 12 months,25.0,15.2,57.0
8480,62427,Estimate,Did not work,177.0,27.5,644.0
8481,62427,Estimate,Population 16 years and over,221.0,15.2,1451.0
8482,62427,Estimate,"Worked full-time, year-round in the past 12 months",5.0,1.0,506.0
8483,62427,Estimate,Worked part-time or part-year in the past 12 months,39.0,13.0,301.0
8484,62427,Margin of Error,Did not work,93.0,12.4,130.0
8485,62427,Margin of Error,Population 16 years and over,106.0,7.1,216.0
8486,62427,Margin of Error,"Worked full-time, year-round in the past 12 months",7.0,1.4,140.0
8487,62427,Margin of Error,Worked part-time or part-year in the past 12 months,37.0,11.3,106.0
8488,62428,Estimate,Did not work,95.0,14.5,656.0
8489,62428,Estimate,Population 16 years and over,213.0,9.9,2142.0
8490,62428,Estimate,"Worked full-time, year-round in the past 12 months",25.0,2.5,986.0
8491,62428,Estimate,Worked part-time or part-year in the past 12 months,93.0,18.6,500.0
8492,62428,Margin of Error,Did not work,47.0,7.1,119.0
8493,62428,Margin of Error,Population 16 years and over,101.0,4.6,246.0
8494,62428,Margin of Error,"Worked full-time, year-round in the past 12 months",25.0,2.5,184.0
8495,62428,Margin of Error,Worked part-time or part-year in the past 12 months,84.0,13.9,123.0
8496,62431,Estimate,Did not work,66.0,25.6,258.0
8497,62431,Estimate,Population 16 years and over,75.0,10.5,713.0
8498,62431,Estimate,"Worked full-time, year-round in the past 12 months",6.0,2.0,297.0
8499,62431,Estimate,Worked part-time or part-year in the past 12 months,3.0,1.9,158.0
8500,62431,Margin of Error,Did not work,76.0,22.8,98.0
8501,62431,Margin of Error,Population 16 years and over,77.0,9.9,159.0
8502,62431,Margin of Error,"Worked full-time, year-round in the past 12 months",7.0,2.5,85.0
8503,62431,Margin of Error,Worked part-time or part-year in the past 12 months,5.0,3.1,68.0
8504,62432,Estimate,Did not work,10.0,8.3,120.0
8505,62432,Estimate,Population 16 years and over,14.0,2.4,583.0
8506,62432,Estimate,"Worked full-time, year-round in the past 12 months",1.0,0.3,291.0
8507,62432,Estimate,Worked part-time or part-year in the past 12 months,3.0,1.7,172.0
8508,62432,Margin of Error,Did not work,9.0,8.1,47.0
8509,62432,Margin of Error,Population 16 years and over,11.0,2.2,194.0
8510,62432,Margin of Error,"Worked full-time, year-round in the past 12 months",3.0,0.9,115.0
8511,62432,Margin of Error,Worked part-time or part-year in the past 12 months,4.0,2.6,96.0
8512,62433,Estimate,Did not work,95.0,30.4,313.0
8513,62433,Estimate,Population 16 years and over,157.0,18.5,847.0
8514,62433,Estimate,"Worked full-time, year-round in the past 12 months",6.0,1.8,342.0
8515,62433,Estimate,Worked part-time or part-year in the past 12 months,56.0,29.2,192.0
8516,62433,Margin of Error,Did not work,40.0,12.5,85.0
8517,62433,Margin of Error,Population 16 years and over,78.0,9.2,142.0
8518,62433,Margin of Error,"Worked full-time, year-round in the past 12 months",6.0,1.9,91.0
8519,62433,Margin of Error,Worked part-time or part-year in the past 12 months,66.0,27.6,74.0
8520,62434,Estimate,Did not work,0.0,0.0,98.0
8521,62434,Estimate,Population 16 years and over,5.0,1.9,257.0
8522,62434,Estimate,"Worked full-time, year-round in the past 12 months",5.0,5.6,90.0
8523,62434,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,69.0
8524,62434,Margin of Error,Did not work,12.0,27.6,39.0
8525,62434,Margin of Error,Population 16 years and over,8.0,3.0,71.0
8526,62434,Margin of Error,"Worked full-time, year-round in the past 12 months",8.0,8.8,43.0
8527,62434,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,35.4,38.0
8528,62436,Estimate,Did not work,21.0,9.3,227.0
8529,62436,Estimate,Population 16 years and over,29.0,5.7,510.0
8530,62436,Estimate,"Worked full-time, year-round in the past 12 months",3.0,2.2,134.0
8531,62436,Estimate,Worked part-time or part-year in the past 12 months,5.0,3.4,149.0
8532,62436,Margin of Error,Did not work,15.0,6.9,84.0
8533,62436,Margin of Error,Population 16 years and over,18.0,3.6,129.0
8534,62436,Margin of Error,"Worked full-time, year-round in the past 12 months",4.0,3.2,53.0
8535,62436,Margin of Error,Worked part-time or part-year in the past 12 months,5.0,3.5,61.0
8536,62438,Estimate,Did not work,35.0,37.6,93.0
8537,62438,Estimate,Population 16 years and over,52.0,22.3,233.0
8538,62438,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,123.0
8539,62438,Estimate,Worked part-time or part-year in the past 12 months,17.0,100.0,17.0
8540,62438,Margin of Error,Did not work,36.0,30.4,61.0
8541,62438,Margin of Error,Population 16 years and over,44.0,15.0,129.0
8542,62438,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,22.9,88.0
8543,62438,Margin of Error,Worked part-time or part-year in the past 12 months,23.0,71.9,23.0
8544,62439,Estimate,Did not work,355.0,16.7,2131.0
8545,62439,Estimate,Population 16 years and over,766.0,13.4,5719.0
8546,62439,Estimate,"Worked full-time, year-round in the past 12 months",121.0,5.7,2112.0
8547,62439,Estimate,Worked part-time or part-year in the past 12 months,290.0,19.6,1476.0
8548,62439,Margin of Error,Did not work,123.0,5.2,259.0
8549,62439,Margin of Error,Population 16 years and over,200.0,3.6,253.0
8550,62439,Margin of Error,"Worked full-time, year-round in the past 12 months",73.0,3.4,258.0
8551,62439,Margin of Error,Worked part-time or part-year in the past 12 months,118.0,7.2,210.0
8552,62440,Estimate,Did not work,53.0,17.7,299.0
8553,62440,Estimate,Population 16 years and over,104.0,10.0,1040.0
8554,62440,Estimate,"Worked full-time, year-round in the past 12 months",4.0,0.8,522.0
8555,62440,Estimate,Worked part-time or part-year in the past 12 months,47.0,21.5,219.0
8556,62440,Margin of Error,Did not work,28.0,9.4,102.0
8557,62440,Margin of Error,Population 16 years and over,51.0,5.3,270.0
8558,62440,Margin of Error,"Worked full-time, year-round in the past 12 months",5.0,1.0,201.0
8559,62440,Margin of Error,Worked part-time or part-year in the past 12 months,42.0,18.8,105.0
8560,62441,Estimate,Did not work,210.0,10.2,2049.0
8561,62441,Estimate,Population 16 years and over,345.0,6.2,5524.0
8562,62441,Estimate,"Worked full-time, year-round in the past 12 months",4.0,0.2,2289.0
8563,62441,Estimate,Worked part-time or part-year in the past 12 months,131.0,11.0,1186.0
8564,62441,Margin of Error,Did not work,111.0,5.2,322.0
8565,62441,Margin of Error,Population 16 years and over,140.0,2.5,336.0
8566,62441,Margin of Error,"Worked full-time, year-round in the past 12 months",7.0,0.3,268.0
8567,62441,Margin of Error,Worked part-time or part-year in the past 12 months,75.0,6.4,229.0
8568,62442,Estimate,Did not work,108.0,17.1,631.0
8569,62442,Estimate,Population 16 years and over,266.0,12.4,2147.0
8570,62442,Estimate,"Worked full-time, year-round in the past 12 months",20.0,2.3,866.0
8571,62442,Estimate,Worked part-time or part-year in the past 12 months,138.0,21.2,650.0
8572,62442,Margin of Error,Did not work,75.0,10.5,128.0
8573,62442,Margin of Error,Population 16 years and over,137.0,5.8,278.0
8574,62442,Margin of Error,"Worked full-time, year-round in the past 12 months",22.0,2.7,151.0
8575,62442,Margin of Error,Worked part-time or part-year in the past 12 months,79.0,10.5,160.0
8576,62443,Estimate,Did not work,53.0,10.5,506.0
8577,62443,Estimate,Population 16 years and over,125.0,9.4,1332.0
8578,62443,Estimate,"Worked full-time, year-round in the past 12 months",4.0,0.7,545.0
8579,62443,Estimate,Worked part-time or part-year in the past 12 months,68.0,24.2,281.0
8580,62443,Margin of Error,Did not work,33.0,8.3,178.0
8581,62443,Margin of Error,Population 16 years and over,70.0,5.1,235.0
8582,62443,Margin of Error,"Worked full-time, year-round in the past 12 months",6.0,1.1,183.0
8583,62443,Margin of Error,Worked part-time or part-year in the past 12 months,55.0,17.3,104.0
8584,62444,Estimate,Did not work,53.0,31.7,167.0
8585,62444,Estimate,Population 16 years and over,66.0,18.2,362.0
8586,62444,Estimate,"Worked full-time, year-round in the past 12 months",6.0,6.3,96.0
8587,62444,Estimate,Worked part-time or part-year in the past 12 months,7.0,7.1,99.0
8588,62444,Margin of Error,Did not work,47.0,31.6,72.0
8589,62444,Margin of Error,Population 16 years and over,54.0,17.2,134.0
8590,62444,Margin of Error,"Worked full-time, year-round in the past 12 months",9.0,9.0,41.0
8591,62444,Margin of Error,Worked part-time or part-year in the past 12 months,10.0,10.6,68.0
8592,62445,Estimate,Did not work,81.0,28.8,281.0
8593,62445,Estimate,Population 16 years and over,193.0,21.3,904.0
8594,62445,Estimate,"Worked full-time, year-round in the past 12 months",41.0,9.9,413.0
8595,62445,Estimate,Worked part-time or part-year in the past 12 months,71.0,33.8,210.0
8596,62445,Margin of Error,Did not work,57.0,17.1,89.0
8597,62445,Margin of Error,Population 16 years and over,132.0,12.9,187.0
8598,62445,Margin of Error,"Worked full-time, year-round in the past 12 months",39.0,9.5,117.0
8599,62445,Margin of Error,Worked part-time or part-year in the past 12 months,55.0,20.1,85.0
8600,62446,Estimate,Did not work,7.0,7.7,91.0
8601,62446,Estimate,Population 16 years and over,16.0,5.2,308.0
8602,62446,Estimate,"Worked full-time, year-round in the past 12 months",9.0,5.7,158.0
8603,62446,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,59.0
8604,62446,Margin of Error,Did not work,10.0,10.4,34.0
8605,62446,Margin of Error,Population 16 years and over,25.0,7.9,74.0
8606,62446,Margin of Error,"Worked full-time, year-round in the past 12 months",15.0,9.8,49.0
8607,62446,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,38.6,27.0
8608,62447,Estimate,Did not work,145.0,19.2,755.0
8609,62447,Estimate,Population 16 years and over,221.0,8.3,2655.0
8610,62447,Estimate,"Worked full-time, year-round in the past 12 months",19.0,1.5,1288.0
8611,62447,Estimate,Worked part-time or part-year in the past 12 months,57.0,9.3,612.0
8612,62447,Margin of Error,Did not work,72.0,8.8,183.0
8613,62447,Margin of Error,Population 16 years and over,82.0,3.0,270.0
8614,62447,Margin of Error,"Worked full-time, year-round in the past 12 months",24.0,1.8,184.0
8615,62447,Margin of Error,Worked part-time or part-year in the past 12 months,33.0,5.5,153.0
8616,62448,Estimate,Did not work,301.0,21.2,1420.0
8617,62448,Estimate,Population 16 years and over,478.0,11.0,4348.0
8618,62448,Estimate,"Worked full-time, year-round in the past 12 months",21.0,1.1,1834.0
8619,62448,Estimate,Worked part-time or part-year in the past 12 months,156.0,14.3,1094.0
8620,62448,Margin of Error,Did not work,113.0,7.3,180.0
8621,62448,Margin of Error,Population 16 years and over,175.0,4.2,255.0
8622,62448,Margin of Error,"Worked full-time, year-round in the past 12 months",16.0,0.9,223.0
8623,62448,Margin of Error,Worked part-time or part-year in the past 12 months,113.0,10.4,181.0
8624,62449,Estimate,Did not work,146.0,16.6,881.0
8625,62449,Estimate,Population 16 years and over,313.0,12.7,2470.0
8626,62449,Estimate,"Worked full-time, year-round in the past 12 months",34.0,3.3,1022.0
8627,62449,Estimate,Worked part-time or part-year in the past 12 months,133.0,23.5,567.0
8628,62449,Margin of Error,Did not work,64.0,6.7,155.0
8629,62449,Margin of Error,Population 16 years and over,101.0,4.0,237.0
8630,62449,Margin of Error,"Worked full-time, year-round in the past 12 months",48.0,4.6,170.0
8631,62449,Margin of Error,Worked part-time or part-year in the past 12 months,68.0,10.3,136.0
8632,62450,Estimate,Did not work,799.0,24.2,3300.0
8633,62450,Estimate,Population 16 years and over,1343.0,14.0,9580.0
8634,62450,Estimate,"Worked full-time, year-round in the past 12 months",122.0,3.2,3820.0
8635,62450,Estimate,Worked part-time or part-year in the past 12 months,422.0,17.2,2460.0
8636,62450,Margin of Error,Did not work,205.0,5.3,284.0
8637,62450,Margin of Error,Population 16 years and over,256.0,2.8,300.0
8638,62450,Margin of Error,"Worked full-time, year-round in the past 12 months",82.0,2.2,321.0
8639,62450,Margin of Error,Worked part-time or part-year in the past 12 months,122.0,4.7,274.0
8640,62451,Estimate,Did not work,79.0,12.5,634.0
8641,62451,Estimate,Population 16 years and over,142.0,8.8,1615.0
8642,62451,Estimate,"Worked full-time, year-round in the past 12 months",4.0,0.7,592.0
8643,62451,Estimate,Worked part-time or part-year in the past 12 months,59.0,15.2,389.0
8644,62451,Margin of Error,Did not work,43.0,6.2,114.0
8645,62451,Margin of Error,Population 16 years and over,56.0,3.3,197.0
8646,62451,Margin of Error,"Worked full-time, year-round in the past 12 months",5.0,0.9,122.0
8647,62451,Margin of Error,Worked part-time or part-year in the past 12 months,41.0,9.2,97.0
8648,62452,Estimate,Did not work,0.0,0.0,91.0
8649,62452,Estimate,Population 16 years and over,20.0,9.0,221.0
8650,62452,Estimate,"Worked full-time, year-round in the past 12 months",5.0,6.4,78.0
8651,62452,Estimate,Worked part-time or part-year in the past 12 months,15.0,28.8,52.0
8652,62452,Margin of Error,Did not work,12.0,29.2,59.0
8653,62452,Margin of Error,Population 16 years and over,19.0,8.4,78.0
8654,62452,Margin of Error,"Worked full-time, year-round in the past 12 months",6.0,7.4,41.0
8655,62452,Margin of Error,Worked part-time or part-year in the past 12 months,16.0,23.7,26.0
8656,62454,Estimate,Did not work,362.0,16.9,2136.0
8657,62454,Estimate,Population 16 years and over,823.0,11.8,6959.0
8658,62454,Estimate,"Worked full-time, year-round in the past 12 months",33.0,1.1,2921.0
8659,62454,Estimate,Worked part-time or part-year in the past 12 months,428.0,22.5,1902.0
8660,62454,Margin of Error,Did not work,106.0,4.4,257.0
8661,62454,Margin of Error,Population 16 years and over,266.0,3.8,582.0
8662,62454,Margin of Error,"Worked full-time, year-round in the past 12 months",30.0,1.0,416.0
8663,62454,Margin of Error,Worked part-time or part-year in the past 12 months,241.0,11.1,303.0
8664,62458,Estimate,Did not work,126.0,17.6,714.0
8665,62458,Estimate,Population 16 years and over,151.0,8.6,1759.0
8666,62458,Estimate,"Worked full-time, year-round in the past 12 months",13.0,1.8,711.0
8667,62458,Estimate,Worked part-time or part-year in the past 12 months,12.0,3.6,334.0
8668,62458,Margin of Error,Did not work,73.0,9.1,113.0
8669,62458,Margin of Error,Population 16 years and over,78.0,4.5,226.0
8670,62458,Margin of Error,"Worked full-time, year-round in the past 12 months",11.0,1.6,151.0
8671,62458,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,3.9,117.0
8672,62459,Estimate,Did not work,1.0,1.9,52.0
8673,62459,Estimate,Population 16 years and over,30.0,12.7,237.0
8674,62459,Estimate,"Worked full-time, year-round in the past 12 months",7.0,6.0,116.0
8675,62459,Estimate,Worked part-time or part-year in the past 12 months,22.0,31.9,69.0
8676,62459,Margin of Error,Did not work,4.0,7.3,27.0
8677,62459,Margin of Error,Population 16 years and over,26.0,9.7,73.0
8678,62459,Margin of Error,"Worked full-time, year-round in the past 12 months",9.0,8.1,41.0
8679,62459,Margin of Error,Worked part-time or part-year in the past 12 months,21.0,23.5,36.0
8680,62460,Estimate,Did not work,41.0,13.1,312.0
8681,62460,Estimate,Population 16 years and over,79.0,9.5,832.0
8682,62460,Estimate,"Worked full-time, year-round in the past 12 months",26.0,7.9,330.0
8683,62460,Estimate,Worked part-time or part-year in the past 12 months,12.0,6.3,190.0
8684,62460,Margin of Error,Did not work,30.0,9.3,88.0
8685,62460,Margin of Error,Population 16 years and over,40.0,4.8,155.0
8686,62460,Margin of Error,"Worked full-time, year-round in the past 12 months",21.0,6.4,98.0
8687,62460,Margin of Error,Worked part-time or part-year in the past 12 months,13.0,8.0,59.0
8688,62461,Estimate,Did not work,32.0,16.8,191.0
8689,62461,Estimate,Population 16 years and over,40.0,7.3,550.0
8690,62461,Estimate,"Worked full-time, year-round in the past 12 months",7.0,2.4,288.0
8691,62461,Estimate,Worked part-time or part-year in the past 12 months,1.0,1.4,71.0
8692,62461,Margin of Error,Did not work,23.0,12.6,67.0
8693,62461,Margin of Error,Population 16 years and over,27.0,5.1,91.0
8694,62461,Margin of Error,"Worked full-time, year-round in the past 12 months",8.0,2.7,70.0
8695,62461,Margin of Error,Worked part-time or part-year in the past 12 months,2.0,3.1,29.0
8696,62462,Estimate,Did not work,13.0,5.0,261.0
8697,62462,Estimate,Population 16 years and over,16.0,1.8,891.0
8698,62462,Estimate,"Worked full-time, year-round in the past 12 months",3.0,0.7,459.0
8699,62462,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,171.0
8700,62462,Margin of Error,Did not work,13.0,5.0,84.0
8701,62462,Margin of Error,Population 16 years and over,14.0,1.5,177.0
8702,62462,Margin of Error,"Worked full-time, year-round in the past 12 months",4.0,0.8,140.0
8703,62462,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,17.2,63.0
8704,62463,Estimate,Did not work,30.0,8.7,344.0
8705,62463,Estimate,Population 16 years and over,57.0,6.4,891.0
8706,62463,Estimate,"Worked full-time, year-round in the past 12 months",18.0,4.8,372.0
8707,62463,Estimate,Worked part-time or part-year in the past 12 months,9.0,5.1,175.0
8708,62463,Margin of Error,Did not work,23.0,6.1,97.0
8709,62463,Margin of Error,Population 16 years and over,31.0,3.4,160.0
8710,62463,Margin of Error,"Worked full-time, year-round in the past 12 months",16.0,4.2,77.0
8711,62463,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,7.0,62.0
8712,62465,Estimate,Did not work,2.0,0.9,218.0
8713,62465,Estimate,Population 16 years and over,5.0,0.7,718.0
8714,62465,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,340.0
8715,62465,Estimate,Worked part-time or part-year in the past 12 months,3.0,1.9,160.0
8716,62465,Margin of Error,Did not work,4.0,2.1,66.0
8717,62465,Margin of Error,Population 16 years and over,6.0,0.9,133.0
8718,62465,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,9.1,83.0
8719,62465,Margin of Error,Worked part-time or part-year in the past 12 months,5.0,3.2,48.0
8720,62466,Estimate,Did not work,87.0,15.1,577.0
8721,62466,Estimate,Population 16 years and over,191.0,9.3,2044.0
8722,62466,Estimate,"Worked full-time, year-round in the past 12 months",22.0,2.3,946.0
8723,62466,Estimate,Worked part-time or part-year in the past 12 months,82.0,15.7,521.0
8724,62466,Margin of Error,Did not work,44.0,6.7,194.0
8725,62466,Margin of Error,Population 16 years and over,85.0,3.5,408.0
8726,62466,Margin of Error,"Worked full-time, year-round in the past 12 months",20.0,2.0,253.0
8727,62466,Margin of Error,Worked part-time or part-year in the past 12 months,51.0,8.4,169.0
8728,62467,Estimate,Did not work,51.0,6.7,759.0
8729,62467,Estimate,Population 16 years and over,99.0,3.0,3351.0
8730,62467,Estimate,"Worked full-time, year-round in the past 12 months",9.0,0.5,1762.0
8731,62467,Estimate,Worked part-time or part-year in the past 12 months,39.0,4.7,830.0
8732,62467,Margin of Error,Did not work,36.0,4.7,194.0
8733,62467,Margin of Error,Population 16 years and over,58.0,1.7,375.0
8734,62467,Margin of Error,"Worked full-time, year-round in the past 12 months",13.0,0.8,288.0
8735,62467,Margin of Error,Worked part-time or part-year in the past 12 months,31.0,3.9,121.0
8736,62468,Estimate,Did not work,132.0,23.4,565.0
8737,62468,Estimate,Population 16 years and over,228.0,11.9,1923.0
8738,62468,Estimate,"Worked full-time, year-round in the past 12 months",63.0,7.2,879.0
8739,62468,Estimate,Worked part-time or part-year in the past 12 months,33.0,6.9,479.0
8740,62468,Margin of Error,Did not work,76.0,11.0,120.0
8741,62468,Margin of Error,Population 16 years and over,107.0,5.3,245.0
8742,62468,Margin of Error,"Worked full-time, year-round in the past 12 months",48.0,5.3,148.0
8743,62468,Margin of Error,Worked part-time or part-year in the past 12 months,23.0,4.9,122.0
8744,62469,Estimate,Did not work,0.0,0.0,215.0
8745,62469,Estimate,Population 16 years and over,10.0,2.2,451.0
8746,62469,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,151.0
8747,62469,Estimate,Worked part-time or part-year in the past 12 months,10.0,11.8,85.0
8748,62469,Margin of Error,Did not work,12.0,14.0,93.0
8749,62469,Margin of Error,Population 16 years and over,15.0,3.8,168.0
8750,62469,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,19.2,120.0
8751,62469,Margin of Error,Worked part-time or part-year in the past 12 months,15.0,20.4,81.0
8752,62471,Estimate,Did not work,830.0,31.2,2662.0
8753,62471,Estimate,Population 16 years and over,1237.0,17.3,7163.0
8754,62471,Estimate,"Worked full-time, year-round in the past 12 months",162.0,5.6,2881.0
8755,62471,Estimate,Worked part-time or part-year in the past 12 months,245.0,15.1,1620.0
8756,62471,Margin of Error,Did not work,280.0,8.1,363.0
8757,62471,Margin of Error,Population 16 years and over,316.0,4.5,402.0
8758,62471,Margin of Error,"Worked full-time, year-round in the past 12 months",65.0,2.4,319.0
8759,62471,Margin of Error,Worked part-time or part-year in the past 12 months,105.0,7.0,272.0
8760,62473,Estimate,Did not work,48.0,15.9,301.0
8761,62473,Estimate,Population 16 years and over,96.0,9.8,984.0
8762,62473,Estimate,"Worked full-time, year-round in the past 12 months",11.0,2.2,491.0
8763,62473,Estimate,Worked part-time or part-year in the past 12 months,37.0,19.3,192.0
8764,62473,Margin of Error,Did not work,27.0,10.9,106.0
8765,62473,Margin of Error,Population 16 years and over,41.0,4.4,176.0
8766,62473,Margin of Error,"Worked full-time, year-round in the past 12 months",19.0,3.8,133.0
8767,62473,Margin of Error,Worked part-time or part-year in the past 12 months,26.0,12.0,63.0
8768,62474,Estimate,Did not work,27.0,11.2,241.0
8769,62474,Estimate,Population 16 years and over,36.0,5.8,619.0
8770,62474,Estimate,"Worked full-time, year-round in the past 12 months",3.0,1.2,254.0
8771,62474,Estimate,Worked part-time or part-year in the past 12 months,6.0,4.8,124.0
8772,62474,Margin of Error,Did not work,22.0,8.0,66.0
8773,62474,Margin of Error,Population 16 years and over,24.0,3.7,131.0
8774,62474,Margin of Error,"Worked full-time, year-round in the past 12 months",4.0,1.6,74.0
8775,62474,Margin of Error,Worked part-time or part-year in the past 12 months,7.0,5.4,47.0
8776,62475,Estimate,Did not work,65.0,59.1,110.0
8777,62475,Estimate,Population 16 years and over,65.0,16.5,394.0
8778,62475,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,158.0
8779,62475,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,126.0
8780,62475,Margin of Error,Did not work,98.0,53.5,95.0
8781,62475,Margin of Error,Population 16 years and over,98.0,22.3,200.0
8782,62475,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,18.5,99.0
8783,62475,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,22.5,136.0
8784,62476,Estimate,Did not work,86.0,19.3,445.0
8785,62476,Estimate,Population 16 years and over,107.0,8.4,1271.0
8786,62476,Estimate,"Worked full-time, year-round in the past 12 months",2.0,0.4,539.0
8787,62476,Estimate,Worked part-time or part-year in the past 12 months,19.0,6.6,287.0
8788,62476,Margin of Error,Did not work,32.0,6.5,81.0
8789,62476,Margin of Error,Population 16 years and over,37.0,2.8,156.0
8790,62476,Margin of Error,"Worked full-time, year-round in the past 12 months",3.0,0.6,92.0
8791,62476,Margin of Error,Worked part-time or part-year in the past 12 months,16.0,5.2,80.0
8792,62477,Estimate,Did not work,37.0,22.3,166.0
8793,62477,Estimate,Population 16 years and over,83.0,18.0,462.0
8794,62477,Estimate,"Worked full-time, year-round in the past 12 months",22.0,11.0,200.0
8795,62477,Estimate,Worked part-time or part-year in the past 12 months,24.0,25.0,96.0
8796,62477,Margin of Error,Did not work,37.0,20.3,60.0
8797,62477,Margin of Error,Population 16 years and over,70.0,14.7,130.0
8798,62477,Margin of Error,"Worked full-time, year-round in the past 12 months",26.0,13.6,84.0
8799,62477,Margin of Error,Worked part-time or part-year in the past 12 months,28.0,25.3,50.0
8800,62478,Estimate,Did not work,33.0,30.6,108.0
8801,62478,Estimate,Population 16 years and over,40.0,19.6,204.0
8802,62478,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,38.0
8803,62478,Estimate,Worked part-time or part-year in the past 12 months,7.0,12.1,58.0
8804,62478,Margin of Error,Did not work,29.0,22.1,45.0
8805,62478,Margin of Error,Population 16 years and over,33.0,15.2,68.0
8806,62478,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,48.1,24.0
8807,62478,Margin of Error,Worked part-time or part-year in the past 12 months,11.0,18.1,37.0
8808,62479,Estimate,Did not work,5.0,2.9,170.0
8809,62479,Estimate,Population 16 years and over,19.0,3.2,591.0
8810,62479,Estimate,"Worked full-time, year-round in the past 12 months",5.0,2.0,252.0
8811,62479,Estimate,Worked part-time or part-year in the past 12 months,9.0,5.3,169.0
8812,62479,Margin of Error,Did not work,6.0,3.7,56.0
8813,62479,Margin of Error,Population 16 years and over,14.0,2.5,135.0
8814,62479,Margin of Error,"Worked full-time, year-round in the past 12 months",8.0,3.4,78.0
8815,62479,Margin of Error,Worked part-time or part-year in the past 12 months,10.0,6.2,83.0
8816,62480,Estimate,Did not work,72.0,30.4,237.0
8817,62480,Estimate,Population 16 years and over,107.0,22.5,475.0
8818,62480,Estimate,"Worked full-time, year-round in the past 12 months",1.0,0.8,125.0
8819,62480,Estimate,Worked part-time or part-year in the past 12 months,34.0,30.1,113.0
8820,62480,Margin of Error,Did not work,43.0,15.8,73.0
8821,62480,Margin of Error,Population 16 years and over,61.0,11.4,119.0
8822,62480,Margin of Error,"Worked full-time, year-round in the past 12 months",3.0,2.3,59.0
8823,62480,Margin of Error,Worked part-time or part-year in the past 12 months,26.0,21.9,50.0
8824,62481,Estimate,Did not work,34.0,28.1,121.0
8825,62481,Estimate,Population 16 years and over,44.0,15.9,277.0
8826,62481,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,88.0
8827,62481,Estimate,Worked part-time or part-year in the past 12 months,10.0,14.7,68.0
8828,62481,Margin of Error,Did not work,29.0,17.7,48.0
8829,62481,Margin of Error,Population 16 years and over,37.0,11.8,99.0
8830,62481,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,29.9,41.0
8831,62481,Margin of Error,Worked part-time or part-year in the past 12 months,15.0,21.9,55.0
8832,62501,Estimate,Did not work,63.0,10.8,585.0
8833,62501,Estimate,Population 16 years and over,123.0,6.1,2027.0
8834,62501,Estimate,"Worked full-time, year-round in the past 12 months",22.0,2.4,933.0
8835,62501,Estimate,Worked part-time or part-year in the past 12 months,38.0,7.5,509.0
8836,62501,Margin of Error,Did not work,41.0,6.7,112.0
8837,62501,Margin of Error,Population 16 years and over,72.0,3.5,295.0
8838,62501,Margin of Error,"Worked full-time, year-round in the past 12 months",23.0,2.5,156.0
