,Zipcode,Stats,AGE,Below poverty level,Percent below poverty level,Total
21568,62675,Estimate,60 years and over,56.0,3.5,1585.0
21569,62675,Estimate,65 years and over,47.0,3.7,1265.0
21570,62675,Estimate,Related children of householder under 18 years,147.0,14.2,1033.0
21571,62675,Estimate,Under 18 years,147.0,14.2,1033.0
21572,62675,Estimate,Under 5 years,35.0,12.1,289.0
21573,62675,Margin of Error,18 to 34 years,62.0,6.0,149.0
21574,62675,Margin of Error,18 to 64 years,112.0,3.4,221.0
21575,62675,Margin of Error,35 to 64 years,79.0,3.4,175.0
21576,62675,Margin of Error,5 to 17 years,76.0,9.7,131.0
21577,62675,Margin of Error,60 years and over,49.0,3.1,172.0
21578,62675,Margin of Error,65 years and over,46.0,3.7,155.0
21579,62675,Margin of Error,Related children of householder under 18 years,87.0,8.2,157.0
21580,62675,Margin of Error,Under 18 years,87.0,8.2,157.0
21581,62675,Margin of Error,Under 5 years,25.0,9.1,68.0
21582,62677,Estimate,18 to 34 years,16.0,6.2,259.0
21583,62677,Estimate,18 to 64 years,48.0,4.1,1172.0
21584,62677,Estimate,35 to 64 years,32.0,3.5,913.0
21585,62677,Estimate,5 to 17 years,0.0,0.0,271.0
21586,62677,Estimate,60 years and over,33.0,4.7,704.0
21587,62677,Estimate,65 years and over,31.0,6.1,510.0
21588,62677,Estimate,Related children of householder under 18 years,0.0,0.0,357.0
21589,62677,Estimate,Under 18 years,0.0,0.0,357.0
21590,62677,Estimate,Under 5 years,0.0,0.0,86.0
21591,62677,Margin of Error,18 to 34 years,22.0,8.0,91.0
21592,62677,Margin of Error,18 to 64 years,28.0,2.4,176.0
21593,62677,Margin of Error,35 to 64 years,18.0,2.1,143.0
21594,62677,Margin of Error,5 to 17 years,12.0,11.3,104.0
21595,62677,Margin of Error,60 years and over,30.0,4.3,141.0
21596,62677,Margin of Error,65 years and over,29.0,5.8,115.0
21597,62677,Margin of Error,Related children of householder under 18 years,12.0,8.7,112.0
21598,62677,Margin of Error,Under 18 years,12.0,8.7,112.0
21599,62677,Margin of Error,Under 5 years,12.0,30.5,39.0
21600,62681,Estimate,18 to 34 years,252.0,27.7,910.0
21601,62681,Estimate,18 to 64 years,850.0,25.8,3291.0
21602,62681,Estimate,35 to 64 years,598.0,25.1,2381.0
21603,62681,Estimate,5 to 17 years,55.0,7.2,767.0
21604,62681,Estimate,60 years and over,170.0,11.2,1515.0
21605,62681,Estimate,65 years and over,127.0,10.6,1194.0
21606,62681,Estimate,Related children of householder under 18 years,81.0,8.5,956.0
21607,62681,Estimate,Under 18 years,81.0,8.5,956.0
21608,62681,Estimate,Under 5 years,26.0,13.8,189.0
21609,62681,Margin of Error,18 to 34 years,115.0,11.9,103.0
21610,62681,Margin of Error,18 to 64 years,268.0,7.6,199.0
21611,62681,Margin of Error,35 to 64 years,254.0,9.7,184.0
21612,62681,Margin of Error,5 to 17 years,45.0,5.9,68.0
21613,62681,Margin of Error,60 years and over,100.0,6.4,123.0
21614,62681,Margin of Error,65 years and over,75.0,5.9,111.0
21615,62681,Margin of Error,Related children of householder under 18 years,68.0,7.0,91.0
21616,62681,Margin of Error,Under 18 years,68.0,7.0,91.0
21617,62681,Margin of Error,Under 5 years,27.0,14.5,48.0
21618,62682,Estimate,18 to 34 years,14.0,12.0,117.0
21619,62682,Estimate,18 to 64 years,33.0,7.3,450.0
21620,62682,Estimate,35 to 64 years,19.0,5.7,333.0
21621,62682,Estimate,5 to 17 years,0.0,0.0,94.0
21622,62682,Estimate,60 years and over,9.0,3.8,236.0
21623,62682,Estimate,65 years and over,4.0,3.0,134.0
21624,62682,Estimate,Related children of householder under 18 years,3.0,2.5,119.0
21625,62682,Estimate,Under 18 years,3.0,2.5,119.0
21626,62682,Estimate,Under 5 years,3.0,12.0,25.0
21627,62682,Margin of Error,18 to 34 years,11.0,9.7,43.0
21628,62682,Margin of Error,18 to 64 years,23.0,5.0,79.0
21629,62682,Margin of Error,35 to 64 years,15.0,4.4,66.0
21630,62682,Margin of Error,5 to 17 years,12.0,28.5,48.0
21631,62682,Margin of Error,60 years and over,12.0,5.0,60.0
21632,62682,Margin of Error,65 years and over,8.0,6.3,47.0
21633,62682,Margin of Error,Related children of householder under 18 years,3.0,2.9,54.0
21634,62682,Margin of Error,Under 18 years,3.0,2.9,54.0
21635,62682,Margin of Error,Under 5 years,3.0,14.7,16.0
21636,62684,Estimate,18 to 34 years,0.0,0.0,1034.0
21637,62684,Estimate,18 to 64 years,7.0,0.2,3251.0
21638,62684,Estimate,35 to 64 years,7.0,0.3,2217.0
21639,62684,Estimate,5 to 17 years,5.0,0.5,1026.0
21640,62684,Estimate,60 years and over,5.0,0.4,1274.0
21641,62684,Estimate,65 years and over,5.0,0.5,996.0
21642,62684,Estimate,Related children of householder under 18 years,5.0,0.4,1388.0
21643,62684,Estimate,Under 18 years,5.0,0.4,1388.0
21644,62684,Estimate,Under 5 years,0.0,0.0,362.0
21645,62684,Margin of Error,18 to 34 years,17.0,3.1,279.0
21646,62684,Margin of Error,18 to 64 years,12.0,0.4,417.0
21647,62684,Margin of Error,35 to 64 years,12.0,0.5,281.0
21648,62684,Margin of Error,5 to 17 years,9.0,0.9,256.0
21649,62684,Margin of Error,60 years and over,10.0,0.8,268.0
21650,62684,Margin of Error,65 years and over,10.0,1.0,231.0
21651,62684,Margin of Error,Related children of householder under 18 years,9.0,0.7,389.0
21652,62684,Margin of Error,Under 18 years,9.0,0.7,389.0
21653,62684,Margin of Error,Under 5 years,17.0,8.6,201.0
21654,62685,Estimate,18 to 34 years,95.0,35.4,268.0
21655,62685,Estimate,18 to 64 years,196.0,15.3,1280.0
21656,62685,Estimate,35 to 64 years,101.0,10.0,1012.0
21657,62685,Estimate,5 to 17 years,24.0,6.2,390.0
21658,62685,Estimate,60 years and over,88.0,16.7,528.0
21659,62685,Estimate,65 years and over,62.0,18.7,332.0
21660,62685,Estimate,Related children of householder under 18 years,78.0,15.8,495.0
21661,62685,Estimate,Under 18 years,80.0,16.1,497.0
21662,62685,Estimate,Under 5 years,56.0,52.3,107.0
21663,62685,Margin of Error,18 to 34 years,50.0,14.2,96.0
21664,62685,Margin of Error,18 to 64 years,80.0,6.1,209.0
21665,62685,Margin of Error,35 to 64 years,53.0,5.1,221.0
21666,62685,Margin of Error,5 to 17 years,20.0,5.5,113.0
21667,62685,Margin of Error,60 years and over,56.0,10.0,113.0
21668,62685,Margin of Error,65 years and over,52.0,13.7,82.0
21669,62685,Margin of Error,Related children of householder under 18 years,66.0,12.1,136.0
21670,62685,Margin of Error,Under 18 years,66.0,12.0,136.0
21671,62685,Margin of Error,Under 5 years,54.0,32.4,58.0
21672,62688,Estimate,18 to 34 years,10.0,13.3,75.0
21673,62688,Estimate,18 to 64 years,15.0,3.9,383.0
21674,62688,Estimate,35 to 64 years,5.0,1.6,308.0
21675,62688,Estimate,5 to 17 years,11.0,7.9,140.0
21676,62688,Estimate,60 years and over,38.0,13.7,277.0
21677,62688,Estimate,65 years and over,34.0,16.0,212.0
21678,62688,Estimate,Related children of householder under 18 years,17.0,10.8,158.0
21679,62688,Estimate,Under 18 years,17.0,10.8,158.0
21680,62688,Estimate,Under 5 years,6.0,33.3,18.0
21681,62688,Margin of Error,18 to 34 years,15.0,18.8,43.0
21682,62688,Margin of Error,18 to 64 years,17.0,4.4,97.0
21683,62688,Margin of Error,35 to 64 years,7.0,2.2,86.0
21684,62688,Margin of Error,5 to 17 years,13.0,9.2,57.0
21685,62688,Margin of Error,60 years and over,31.0,11.3,68.0
21686,62688,Margin of Error,65 years and over,31.0,14.4,58.0
21687,62688,Margin of Error,Related children of householder under 18 years,16.0,9.9,61.0
21688,62688,Margin of Error,Under 18 years,16.0,9.9,61.0
21689,62688,Margin of Error,Under 5 years,9.0,44.7,14.0
21690,62689,Estimate,18 to 34 years,5.0,3.1,160.0
21691,62689,Estimate,18 to 64 years,12.0,3.4,357.0
21692,62689,Estimate,35 to 64 years,7.0,3.6,197.0
21693,62689,Estimate,5 to 17 years,2.0,1.6,123.0
21694,62689,Estimate,60 years and over,0.0,0.0,128.0
21695,62689,Estimate,65 years and over,0.0,0.0,89.0
21696,62689,Estimate,Related children of householder under 18 years,4.0,2.8,142.0
21697,62689,Estimate,Under 18 years,4.0,2.8,142.0
21698,62689,Estimate,Under 5 years,2.0,10.5,19.0
21699,62689,Margin of Error,18 to 34 years,7.0,4.4,91.0
21700,62689,Margin of Error,18 to 64 years,12.0,3.5,149.0
21701,62689,Margin of Error,35 to 64 years,9.0,4.4,77.0
21702,62689,Margin of Error,5 to 17 years,3.0,2.9,99.0
21703,62689,Margin of Error,60 years and over,12.0,22.2,53.0
21704,62689,Margin of Error,65 years and over,12.0,29.7,45.0
21705,62689,Margin of Error,Related children of householder under 18 years,6.0,4.2,103.0
21706,62689,Margin of Error,Under 18 years,6.0,4.2,103.0
21707,62689,Margin of Error,Under 5 years,5.0,29.7,19.0
21708,62690,Estimate,18 to 34 years,67.0,10.6,635.0
21709,62690,Estimate,18 to 64 years,241.0,10.4,2313.0
21710,62690,Estimate,35 to 64 years,174.0,10.4,1678.0
21711,62690,Estimate,5 to 17 years,57.0,8.3,686.0
21712,62690,Estimate,60 years and over,102.0,11.5,884.0
21713,62690,Estimate,65 years and over,37.0,6.1,611.0
21714,62690,Estimate,Related children of householder under 18 years,82.0,10.7,768.0
21715,62690,Estimate,Under 18 years,82.0,10.7,768.0
21716,62690,Estimate,Under 5 years,25.0,30.5,82.0
21717,62690,Margin of Error,18 to 34 years,47.0,7.1,175.0
21718,62690,Margin of Error,18 to 64 years,124.0,5.4,220.0
21719,62690,Margin of Error,35 to 64 years,119.0,7.0,235.0
21720,62690,Margin of Error,5 to 17 years,50.0,7.6,161.0
21721,62690,Margin of Error,60 years and over,66.0,6.9,191.0
21722,62690,Margin of Error,65 years and over,34.0,5.1,160.0
21723,62690,Margin of Error,Related children of householder under 18 years,61.0,7.9,161.0
21724,62690,Margin of Error,Under 18 years,61.0,7.9,161.0
21725,62690,Margin of Error,Under 5 years,24.0,27.9,55.0
21726,62691,Estimate,18 to 34 years,65.0,16.5,393.0
21727,62691,Estimate,18 to 64 years,166.0,14.1,1175.0
21728,62691,Estimate,35 to 64 years,101.0,12.9,782.0
21729,62691,Estimate,5 to 17 years,76.0,22.2,342.0
21730,62691,Estimate,60 years and over,44.0,7.5,590.0
21731,62691,Estimate,65 years and over,20.0,4.8,416.0
21732,62691,Estimate,Related children of householder under 18 years,101.0,21.2,477.0
21733,62691,Estimate,Under 18 years,101.0,21.2,477.0
21734,62691,Estimate,Under 5 years,25.0,18.5,135.0
21735,62691,Margin of Error,18 to 34 years,42.0,9.1,106.0
21736,62691,Margin of Error,18 to 64 years,65.0,5.0,148.0
21737,62691,Margin of Error,35 to 64 years,52.0,6.2,105.0
21738,62691,Margin of Error,5 to 17 years,71.0,18.8,110.0
21739,62691,Margin of Error,60 years and over,23.0,4.0,95.0
21740,62691,Margin of Error,65 years and over,16.0,4.1,87.0
21741,62691,Margin of Error,Related children of householder under 18 years,75.0,14.6,117.0
21742,62691,Margin of Error,Under 18 years,75.0,14.6,117.0
21743,62691,Margin of Error,Under 5 years,18.0,15.0,56.0
21744,62692,Estimate,18 to 34 years,50.0,11.8,425.0
21745,62692,Estimate,18 to 64 years,142.0,11.6,1229.0
21746,62692,Estimate,35 to 64 years,92.0,11.4,804.0
21747,62692,Estimate,5 to 17 years,102.0,29.7,343.0
21748,62692,Estimate,60 years and over,31.0,6.3,494.0
21749,62692,Estimate,65 years and over,31.0,7.7,403.0
21750,62692,Estimate,Related children of householder under 18 years,124.0,24.8,501.0
21751,62692,Estimate,Under 18 years,124.0,24.8,501.0
21752,62692,Estimate,Under 5 years,22.0,13.9,158.0
21753,62692,Margin of Error,18 to 34 years,31.0,7.1,114.0
21754,62692,Margin of Error,18 to 64 years,63.0,4.8,208.0
21755,62692,Margin of Error,35 to 64 years,57.0,6.7,156.0
21756,62692,Margin of Error,5 to 17 years,74.0,16.7,103.0
21757,62692,Margin of Error,60 years and over,21.0,4.1,87.0
21758,62692,Margin of Error,65 years and over,21.0,4.9,77.0
21759,62692,Margin of Error,Related children of householder under 18 years,77.0,12.7,134.0
21760,62692,Margin of Error,Under 18 years,77.0,12.7,134.0
21761,62692,Margin of Error,Under 5 years,35.0,18.7,99.0
21762,62693,Estimate,18 to 34 years,10.0,3.2,314.0
21763,62693,Estimate,18 to 64 years,53.0,5.4,990.0
21764,62693,Estimate,35 to 64 years,43.0,6.4,676.0
21765,62693,Estimate,5 to 17 years,69.0,21.0,329.0
21766,62693,Estimate,60 years and over,68.0,20.5,332.0
21767,62693,Estimate,65 years and over,61.0,27.1,225.0
21768,62693,Estimate,Related children of householder under 18 years,46.0,11.8,389.0
21769,62693,Estimate,Under 18 years,69.0,16.7,412.0
21770,62693,Estimate,Under 5 years,0.0,0.0,83.0
21771,62693,Margin of Error,18 to 34 years,16.0,5.0,111.0
21772,62693,Margin of Error,18 to 64 years,53.0,4.9,247.0
21773,62693,Margin of Error,35 to 64 years,39.0,5.3,173.0
21774,62693,Margin of Error,5 to 17 years,57.0,13.5,121.0
21775,62693,Margin of Error,60 years and over,69.0,17.9,104.0
21776,62693,Margin of Error,65 years and over,69.0,24.3,92.0
21777,62693,Margin of Error,Related children of householder under 18 years,49.0,11.2,135.0
21778,62693,Margin of Error,Under 18 years,57.0,11.5,140.0
21779,62693,Margin of Error,Under 5 years,12.0,31.3,43.0
21780,62694,Estimate,18 to 34 years,62.0,13.2,468.0
21781,62694,Estimate,18 to 64 years,180.0,10.2,1768.0
21782,62694,Estimate,35 to 64 years,118.0,9.1,1300.0
21783,62694,Estimate,5 to 17 years,88.0,17.5,502.0
21784,62694,Estimate,60 years and over,32.0,4.0,805.0
21785,62694,Estimate,65 years and over,22.0,3.9,567.0
21786,62694,Estimate,Related children of householder under 18 years,109.0,17.4,628.0
21787,62694,Estimate,Under 18 years,109.0,17.4,628.0
21788,62694,Estimate,Under 5 years,21.0,16.7,126.0
21789,62694,Margin of Error,18 to 34 years,44.0,9.4,59.0
21790,62694,Margin of Error,18 to 64 years,76.0,4.4,128.0
21791,62694,Margin of Error,35 to 64 years,57.0,4.5,110.0
21792,62694,Margin of Error,5 to 17 years,57.0,11.0,67.0
21793,62694,Margin of Error,60 years and over,22.0,2.7,113.0
21794,62694,Margin of Error,65 years and over,17.0,2.9,85.0
21795,62694,Margin of Error,Related children of householder under 18 years,70.0,10.6,80.0
21796,62694,Margin of Error,Under 18 years,70.0,10.6,80.0
21797,62694,Margin of Error,Under 5 years,20.0,15.3,33.0
21798,62695,Estimate,18 to 34 years,1.0,1.7,60.0
21799,62695,Estimate,18 to 64 years,3.0,1.8,171.0
21800,62695,Estimate,35 to 64 years,2.0,1.8,111.0
21801,62695,Estimate,5 to 17 years,3.0,15.8,19.0
21802,62695,Estimate,60 years and over,5.0,8.6,58.0
21803,62695,Estimate,65 years and over,5.0,10.4,48.0
21804,62695,Estimate,Related children of householder under 18 years,3.0,8.1,37.0
21805,62695,Estimate,Under 18 years,3.0,8.1,37.0
21806,62695,Estimate,Under 5 years,0.0,0.0,18.0
21807,62695,Margin of Error,18 to 34 years,4.0,7.0,61.0
21808,62695,Margin of Error,18 to 64 years,5.0,4.1,128.0
21809,62695,Margin of Error,35 to 64 years,4.0,4.1,78.0
21810,62695,Margin of Error,5 to 17 years,6.0,37.6,21.0
21811,62695,Margin of Error,60 years and over,6.0,9.3,23.0
21812,62695,Margin of Error,65 years and over,6.0,11.1,22.0
21813,62695,Margin of Error,Related children of householder under 18 years,6.0,16.2,27.0
21814,62695,Margin of Error,Under 18 years,6.0,16.2,27.0
21815,62695,Margin of Error,Under 5 years,12.0,69.9,19.0
21816,62701,Estimate,18 to 34 years,65.0,38.7,168.0
21817,62701,Estimate,18 to 64 years,261.0,42.2,619.0
21818,62701,Estimate,35 to 64 years,196.0,43.5,451.0
21819,62701,Estimate,5 to 17 years,11.0,25.6,43.0
21820,62701,Estimate,60 years and over,74.0,41.6,178.0
21821,62701,Estimate,65 years and over,32.0,38.6,83.0
21822,62701,Estimate,Related children of householder under 18 years,11.0,25.6,43.0
21823,62701,Estimate,Under 18 years,11.0,25.6,43.0
21824,62701,Estimate,Under 5 years,0.0,,0.0
21825,62701,Margin of Error,18 to 34 years,55.0,23.0,73.0
21826,62701,Margin of Error,18 to 64 years,93.0,11.0,127.0
21827,62701,Margin of Error,35 to 64 years,76.0,12.9,111.0
21828,62701,Margin of Error,5 to 17 years,16.0,35.6,60.0
21829,62701,Margin of Error,60 years and over,44.0,20.4,65.0
21830,62701,Margin of Error,65 years and over,26.0,25.9,43.0
21831,62701,Margin of Error,Related children of householder under 18 years,16.0,35.6,60.0
21832,62701,Margin of Error,Under 18 years,16.0,35.6,60.0
21833,62701,Margin of Error,Under 5 years,12.0,,12.0
21834,62702,Estimate,18 to 34 years,1862.0,24.6,7565.0
21835,62702,Estimate,18 to 64 years,4124.0,21.2,19460.0
21836,62702,Estimate,35 to 64 years,2262.0,19.0,11895.0
21837,62702,Estimate,5 to 17 years,2239.0,43.4,5154.0
21838,62702,Estimate,60 years and over,941.0,11.7,8033.0
21839,62702,Estimate,65 years and over,492.0,8.6,5700.0
21840,62702,Estimate,Related children of householder under 18 years,3260.0,43.6,7479.0
21841,62702,Estimate,Under 18 years,3281.0,43.7,7500.0
21842,62702,Estimate,Under 5 years,1042.0,44.4,2346.0
21843,62702,Margin of Error,18 to 34 years,399.0,4.3,705.0
21844,62702,Margin of Error,18 to 64 years,635.0,2.9,965.0
21845,62702,Margin of Error,35 to 64 years,405.0,3.2,641.0
21846,62702,Margin of Error,5 to 17 years,560.0,8.4,549.0
21847,62702,Margin of Error,60 years and over,216.0,2.7,512.0
21848,62702,Margin of Error,65 years and over,146.0,2.4,445.0
21849,62702,Margin of Error,Related children of householder under 18 years,732.0,7.9,667.0
21850,62702,Margin of Error,Under 18 years,732.0,7.8,669.0
21851,62702,Margin of Error,Under 5 years,292.0,10.9,305.0
21852,62703,Estimate,18 to 34 years,2105.0,35.8,5879.0
21853,62703,Estimate,18 to 64 years,4687.0,27.9,16809.0
21854,62703,Estimate,35 to 64 years,2582.0,23.6,10930.0
21855,62703,Estimate,5 to 17 years,2175.0,45.7,4757.0
21856,62703,Estimate,60 years and over,981.0,15.1,6502.0
21857,62703,Estimate,65 years and over,581.0,12.3,4710.0
21858,62703,Estimate,Related children of householder under 18 years,2705.0,44.1,6135.0
21859,62703,Estimate,Under 18 years,2771.0,44.7,6201.0
21860,62703,Estimate,Under 5 years,596.0,41.3,1444.0
21861,62703,Margin of Error,18 to 34 years,304.0,4.4,562.0
21862,62703,Margin of Error,18 to 64 years,515.0,2.8,894.0
21863,62703,Margin of Error,35 to 64 years,364.0,3.2,648.0
21864,62703,Margin of Error,5 to 17 years,432.0,8.7,435.0
21865,62703,Margin of Error,60 years and over,193.0,2.9,497.0
21866,62703,Margin of Error,65 years and over,138.0,3.0,383.0
21867,62703,Margin of Error,Related children of householder under 18 years,512.0,7.9,559.0
21868,62703,Margin of Error,Under 18 years,520.0,7.8,564.0
21869,62703,Margin of Error,Under 5 years,201.0,11.4,299.0
21870,62704,Estimate,18 to 34 years,1868.0,18.6,10039.0
21871,62704,Estimate,18 to 64 years,3610.0,14.1,25657.0
21872,62704,Estimate,35 to 64 years,1742.0,11.2,15618.0
21873,62704,Estimate,5 to 17 years,977.0,17.4,5612.0
21874,62704,Estimate,60 years and over,731.0,7.7,9455.0
21875,62704,Estimate,65 years and over,552.0,7.9,7026.0
21876,62704,Estimate,Related children of householder under 18 years,1360.0,17.7,7666.0
21877,62704,Estimate,Under 18 years,1456.0,18.8,7762.0
21878,62704,Estimate,Under 5 years,479.0,22.3,2150.0
21879,62704,Margin of Error,18 to 34 years,435.0,4.0,807.0
21880,62704,Margin of Error,18 to 64 years,626.0,2.4,1261.0
21881,62704,Margin of Error,35 to 64 years,343.0,2.2,889.0
21882,62704,Margin of Error,5 to 17 years,297.0,5.0,546.0
21883,62704,Margin of Error,60 years and over,206.0,2.3,618.0
21884,62704,Margin of Error,65 years and over,171.0,2.5,473.0
21885,62704,Margin of Error,Related children of householder under 18 years,357.0,4.7,632.0
21886,62704,Margin of Error,Under 18 years,389.0,4.9,660.0
21887,62704,Margin of Error,Under 5 years,165.0,7.5,369.0
21888,62707,Estimate,18 to 34 years,171.0,12.6,1354.0
21889,62707,Estimate,18 to 64 years,277.0,5.5,5057.0
21890,62707,Estimate,35 to 64 years,106.0,2.9,3703.0
21891,62707,Estimate,5 to 17 years,99.0,8.5,1163.0
21892,62707,Estimate,60 years and over,69.0,3.5,1993.0
21893,62707,Estimate,65 years and over,34.0,2.8,1210.0
21894,62707,Estimate,Related children of householder under 18 years,215.0,14.0,1540.0
21895,62707,Estimate,Under 18 years,215.0,14.0,1540.0
21896,62707,Estimate,Under 5 years,116.0,30.8,377.0
21897,62707,Margin of Error,18 to 34 years,96.0,6.8,253.0
21898,62707,Margin of Error,18 to 64 years,130.0,2.6,577.0
21899,62707,Margin of Error,35 to 64 years,81.0,2.1,503.0
21900,62707,Margin of Error,5 to 17 years,68.0,6.5,241.0
21901,62707,Margin of Error,60 years and over,51.0,2.5,283.0
21902,62707,Margin of Error,65 years and over,35.0,2.9,205.0
21903,62707,Margin of Error,Related children of householder under 18 years,129.0,8.5,305.0
21904,62707,Margin of Error,Under 18 years,129.0,8.5,305.0
21905,62707,Margin of Error,Under 5 years,76.0,18.4,134.0
21906,62711,Estimate,18 to 34 years,47.0,2.3,2024.0
21907,62711,Estimate,18 to 64 years,181.0,2.1,8589.0
21908,62711,Estimate,35 to 64 years,134.0,2.0,6565.0
21909,62711,Estimate,5 to 17 years,137.0,4.8,2869.0
21910,62711,Estimate,60 years and over,127.0,2.7,4684.0
21911,62711,Estimate,65 years and over,127.0,3.4,3742.0
21912,62711,Estimate,Related children of householder under 18 years,153.0,4.2,3639.0
21913,62711,Estimate,Under 18 years,170.0,4.6,3656.0
21914,62711,Estimate,Under 5 years,33.0,4.2,787.0
21915,62711,Margin of Error,18 to 34 years,46.0,2.3,374.0
21916,62711,Margin of Error,18 to 64 years,108.0,1.2,537.0
21917,62711,Margin of Error,35 to 64 years,91.0,1.4,469.0
21918,62711,Margin of Error,5 to 17 years,192.0,6.5,497.0
21919,62711,Margin of Error,60 years and over,68.0,1.5,413.0
21920,62711,Margin of Error,65 years and over,68.0,1.9,384.0
21921,62711,Margin of Error,Related children of householder under 18 years,219.0,5.8,582.0
21922,62711,Margin of Error,Under 18 years,222.0,5.9,583.0
21923,62711,Margin of Error,Under 5 years,53.0,6.4,212.0
21924,62712,Estimate,18 to 34 years,235.0,13.2,1776.0
21925,62712,Estimate,18 to 64 years,281.0,4.7,5935.0
21926,62712,Estimate,35 to 64 years,46.0,1.1,4159.0
21927,62712,Estimate,5 to 17 years,69.0,4.6,1513.0
21928,62712,Estimate,60 years and over,60.0,2.1,2887.0
21929,62712,Estimate,65 years and over,55.0,2.7,2054.0
21930,62712,Estimate,Related children of householder under 18 years,37.0,1.8,2099.0
21931,62712,Estimate,Under 18 years,69.0,3.2,2145.0
21932,62712,Estimate,Under 5 years,0.0,0.0,632.0
21933,62712,Margin of Error,18 to 34 years,164.0,9.0,419.0
21934,62712,Margin of Error,18 to 64 years,166.0,2.7,580.0
21935,62712,Margin of Error,35 to 64 years,34.0,0.8,377.0
21936,62712,Margin of Error,5 to 17 years,51.0,3.5,282.0
21937,62712,Margin of Error,60 years and over,51.0,1.8,462.0
21938,62712,Margin of Error,65 years and over,49.0,2.4,370.0
21939,62712,Margin of Error,Related children of householder under 18 years,33.0,1.6,342.0
21940,62712,Margin of Error,Under 18 years,51.0,2.4,348.0
21941,62712,Margin of Error,Under 5 years,19.0,5.0,254.0
21942,62801,Estimate,18 to 34 years,672.0,18.9,3560.0
21943,62801,Estimate,18 to 64 years,2012.0,18.7,10768.0
21944,62801,Estimate,35 to 64 years,1340.0,18.6,7208.0
21945,62801,Estimate,5 to 17 years,871.0,29.4,2959.0
21946,62801,Estimate,60 years and over,578.0,10.6,5442.0
21947,62801,Estimate,65 years and over,301.0,7.8,3847.0
21948,62801,Estimate,Related children of householder under 18 years,1305.0,31.9,4085.0
21949,62801,Estimate,Under 18 years,1318.0,32.2,4098.0
21950,62801,Estimate,Under 5 years,447.0,39.2,1139.0
21951,62801,Margin of Error,18 to 34 years,143.0,3.9,305.0
21952,62801,Margin of Error,18 to 64 years,292.0,2.8,359.0
21953,62801,Margin of Error,35 to 64 years,232.0,3.2,375.0
21954,62801,Margin of Error,5 to 17 years,201.0,6.5,230.0
21955,62801,Margin of Error,60 years and over,150.0,2.6,317.0
21956,62801,Margin of Error,65 years and over,109.0,2.7,253.0
21957,62801,Margin of Error,Related children of householder under 18 years,304.0,6.5,289.0
21958,62801,Margin of Error,Under 18 years,305.0,6.5,286.0
21959,62801,Margin of Error,Under 5 years,216.0,13.7,225.0
21960,62803,Estimate,18 to 34 years,23.0,10.3,224.0
21961,62803,Estimate,18 to 64 years,46.0,7.1,645.0
21962,62803,Estimate,35 to 64 years,23.0,5.5,421.0
21963,62803,Estimate,5 to 17 years,34.0,11.0,308.0
21964,62803,Estimate,60 years and over,45.0,19.1,235.0
21965,62803,Estimate,65 years and over,39.0,20.6,189.0
21966,62803,Estimate,Related children of householder under 18 years,34.0,8.4,406.0
21967,62803,Estimate,Under 18 years,34.0,8.4,406.0
21968,62803,Estimate,Under 5 years,0.0,0.0,98.0
21969,62803,Margin of Error,18 to 34 years,18.0,8.0,65.0
21970,62803,Margin of Error,18 to 64 years,30.0,4.7,125.0
21971,62803,Margin of Error,35 to 64 years,17.0,4.4,107.0
21972,62803,Margin of Error,5 to 17 years,36.0,12.5,111.0
21973,62803,Margin of Error,60 years and over,30.0,10.9,52.0
21974,62803,Margin of Error,65 years and over,29.0,12.7,49.0
21975,62803,Margin of Error,Related children of householder under 18 years,36.0,9.5,135.0
21976,62803,Margin of Error,Under 18 years,36.0,9.5,135.0
21977,62803,Margin of Error,Under 5 years,12.0,27.6,33.0
21978,62806,Estimate,18 to 34 years,94.0,17.3,544.0
21979,62806,Estimate,18 to 64 years,250.0,13.6,1842.0
21980,62806,Estimate,35 to 64 years,156.0,12.0,1298.0
21981,62806,Estimate,5 to 17 years,66.0,12.2,542.0
21982,62806,Estimate,60 years and over,39.0,4.0,972.0
21983,62806,Estimate,65 years and over,39.0,5.0,779.0
21984,62806,Estimate,Related children of householder under 18 years,121.0,16.4,738.0
21985,62806,Estimate,Under 18 years,127.0,17.1,744.0
21986,62806,Estimate,Under 5 years,61.0,30.2,202.0
21987,62806,Margin of Error,18 to 34 years,48.0,8.8,82.0
21988,62806,Margin of Error,18 to 64 years,110.0,5.8,158.0
21989,62806,Margin of Error,35 to 64 years,87.0,6.5,123.0
21990,62806,Margin of Error,5 to 17 years,44.0,7.5,72.0
21991,62806,Margin of Error,60 years and over,24.0,2.6,101.0
21992,62806,Margin of Error,65 years and over,24.0,3.2,83.0
21993,62806,Margin of Error,Related children of householder under 18 years,57.0,7.2,94.0
21994,62806,Margin of Error,Under 18 years,59.0,7.4,95.0
21995,62806,Margin of Error,Under 5 years,42.0,19.8,47.0
21996,62807,Estimate,18 to 34 years,35.0,19.4,180.0
21997,62807,Estimate,18 to 64 years,51.0,8.5,603.0
21998,62807,Estimate,35 to 64 years,16.0,3.8,423.0
21999,62807,Estimate,5 to 17 years,0.0,0.0,179.0
22000,62807,Estimate,60 years and over,9.0,4.6,194.0
22001,62807,Estimate,65 years and over,6.0,4.1,148.0
22002,62807,Estimate,Related children of householder under 18 years,14.0,6.6,213.0
22003,62807,Estimate,Under 18 years,14.0,6.6,213.0
