,Zipcode,Stats,ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS,Below poverty level,Percent below poverty level,Total
16384,62354,Estimate,125 percent of poverty level,,,335.0
16385,62354,Estimate,150 percent of poverty level,,,436.0
16386,62354,Estimate,185 percent of poverty level,,,456.0
16387,62354,Estimate,200 percent of poverty level,,,473.0
16388,62354,Estimate,300 percent of poverty level,,,961.0
16389,62354,Estimate,400 percent of poverty level,,,1135.0
16390,62354,Estimate,50 percent of poverty level,,,183.0
16391,62354,Estimate,500 percent of poverty level,,,1270.0
16392,62354,Margin of Error,125 percent of poverty level,,,149.0
16393,62354,Margin of Error,150 percent of poverty level,,,158.0
16394,62354,Margin of Error,185 percent of poverty level,,,163.0
16395,62354,Margin of Error,200 percent of poverty level,,,169.0
16396,62354,Margin of Error,300 percent of poverty level,,,231.0
16397,62354,Margin of Error,400 percent of poverty level,,,240.0
16398,62354,Margin of Error,50 percent of poverty level,,,137.0
16399,62354,Margin of Error,500 percent of poverty level,,,248.0
16400,62355,Estimate,125 percent of poverty level,,,173.0
16401,62355,Estimate,150 percent of poverty level,,,184.0
16402,62355,Estimate,185 percent of poverty level,,,216.0
16403,62355,Estimate,200 percent of poverty level,,,264.0
16404,62355,Estimate,300 percent of poverty level,,,408.0
16405,62355,Estimate,400 percent of poverty level,,,555.0
16406,62355,Estimate,50 percent of poverty level,,,90.0
16407,62355,Estimate,500 percent of poverty level,,,654.0
16408,62355,Margin of Error,125 percent of poverty level,,,68.0
16409,62355,Margin of Error,150 percent of poverty level,,,70.0
16410,62355,Margin of Error,185 percent of poverty level,,,73.0
16411,62355,Margin of Error,200 percent of poverty level,,,79.0
16412,62355,Margin of Error,300 percent of poverty level,,,103.0
16413,62355,Margin of Error,400 percent of poverty level,,,127.0
16414,62355,Margin of Error,50 percent of poverty level,,,51.0
16415,62355,Margin of Error,500 percent of poverty level,,,146.0
16416,62356,Estimate,125 percent of poverty level,,,121.0
16417,62356,Estimate,150 percent of poverty level,,,141.0
16418,62356,Estimate,185 percent of poverty level,,,154.0
16419,62356,Estimate,200 percent of poverty level,,,157.0
16420,62356,Estimate,300 percent of poverty level,,,468.0
16421,62356,Estimate,400 percent of poverty level,,,489.0
16422,62356,Estimate,50 percent of poverty level,,,27.0
16423,62356,Estimate,500 percent of poverty level,,,497.0
16424,62356,Margin of Error,125 percent of poverty level,,,59.0
16425,62356,Margin of Error,150 percent of poverty level,,,65.0
16426,62356,Margin of Error,185 percent of poverty level,,,66.0
16427,62356,Margin of Error,200 percent of poverty level,,,66.0
16428,62356,Margin of Error,300 percent of poverty level,,,226.0
16429,62356,Margin of Error,400 percent of poverty level,,,228.0
16430,62356,Margin of Error,50 percent of poverty level,,,22.0
16431,62356,Margin of Error,500 percent of poverty level,,,224.0
16432,62357,Estimate,125 percent of poverty level,,,137.0
16433,62357,Estimate,150 percent of poverty level,,,140.0
16434,62357,Estimate,185 percent of poverty level,,,186.0
16435,62357,Estimate,200 percent of poverty level,,,201.0
16436,62357,Estimate,300 percent of poverty level,,,211.0
16437,62357,Estimate,400 percent of poverty level,,,259.0
16438,62357,Estimate,50 percent of poverty level,,,14.0
16439,62357,Estimate,500 percent of poverty level,,,285.0
16440,62357,Margin of Error,125 percent of poverty level,,,100.0
16441,62357,Margin of Error,150 percent of poverty level,,,99.0
16442,62357,Margin of Error,185 percent of poverty level,,,111.0
16443,62357,Margin of Error,200 percent of poverty level,,,107.0
16444,62357,Margin of Error,300 percent of poverty level,,,109.0
16445,62357,Margin of Error,400 percent of poverty level,,,115.0
16446,62357,Margin of Error,50 percent of poverty level,,,10.0
16447,62357,Margin of Error,500 percent of poverty level,,,108.0
16448,62358,Estimate,125 percent of poverty level,,,166.0
16449,62358,Estimate,150 percent of poverty level,,,177.0
16450,62358,Estimate,185 percent of poverty level,,,234.0
16451,62358,Estimate,200 percent of poverty level,,,242.0
16452,62358,Estimate,300 percent of poverty level,,,332.0
16453,62358,Estimate,400 percent of poverty level,,,370.0
16454,62358,Estimate,50 percent of poverty level,,,31.0
16455,62358,Estimate,500 percent of poverty level,,,487.0
16456,62358,Margin of Error,125 percent of poverty level,,,159.0
16457,62358,Margin of Error,150 percent of poverty level,,,163.0
16458,62358,Margin of Error,185 percent of poverty level,,,158.0
16459,62358,Margin of Error,200 percent of poverty level,,,159.0
16460,62358,Margin of Error,300 percent of poverty level,,,172.0
16461,62358,Margin of Error,400 percent of poverty level,,,175.0
16462,62358,Margin of Error,50 percent of poverty level,,,23.0
16463,62358,Margin of Error,500 percent of poverty level,,,185.0
16464,62359,Estimate,125 percent of poverty level,,,7.0
16465,62359,Estimate,150 percent of poverty level,,,33.0
16466,62359,Estimate,185 percent of poverty level,,,33.0
16467,62359,Estimate,200 percent of poverty level,,,33.0
16468,62359,Estimate,300 percent of poverty level,,,33.0
16469,62359,Estimate,400 percent of poverty level,,,154.0
16470,62359,Estimate,50 percent of poverty level,,,0.0
16471,62359,Estimate,500 percent of poverty level,,,174.0
16472,62359,Margin of Error,125 percent of poverty level,,,11.0
16473,62359,Margin of Error,150 percent of poverty level,,,36.0
16474,62359,Margin of Error,185 percent of poverty level,,,36.0
16475,62359,Margin of Error,200 percent of poverty level,,,36.0
16476,62359,Margin of Error,300 percent of poverty level,,,36.0
16477,62359,Margin of Error,400 percent of poverty level,,,141.0
16478,62359,Margin of Error,50 percent of poverty level,,,12.0
16479,62359,Margin of Error,500 percent of poverty level,,,136.0
16480,62360,Estimate,125 percent of poverty level,,,251.0
16481,62360,Estimate,150 percent of poverty level,,,267.0
16482,62360,Estimate,185 percent of poverty level,,,606.0
16483,62360,Estimate,200 percent of poverty level,,,628.0
16484,62360,Estimate,300 percent of poverty level,,,1025.0
16485,62360,Estimate,400 percent of poverty level,,,1322.0
16486,62360,Estimate,50 percent of poverty level,,,96.0
16487,62360,Estimate,500 percent of poverty level,,,1533.0
16488,62360,Margin of Error,125 percent of poverty level,,,106.0
16489,62360,Margin of Error,150 percent of poverty level,,,110.0
16490,62360,Margin of Error,185 percent of poverty level,,,271.0
16491,62360,Margin of Error,200 percent of poverty level,,,277.0
16492,62360,Margin of Error,300 percent of poverty level,,,331.0
16493,62360,Margin of Error,400 percent of poverty level,,,331.0
16494,62360,Margin of Error,50 percent of poverty level,,,63.0
16495,62360,Margin of Error,500 percent of poverty level,,,361.0
16496,62361,Estimate,125 percent of poverty level,,,59.0
16497,62361,Estimate,150 percent of poverty level,,,59.0
16498,62361,Estimate,185 percent of poverty level,,,59.0
16499,62361,Estimate,200 percent of poverty level,,,61.0
16500,62361,Estimate,300 percent of poverty level,,,145.0
16501,62361,Estimate,400 percent of poverty level,,,183.0
16502,62361,Estimate,50 percent of poverty level,,,5.0
16503,62361,Estimate,500 percent of poverty level,,,233.0
16504,62361,Margin of Error,125 percent of poverty level,,,53.0
16505,62361,Margin of Error,150 percent of poverty level,,,53.0
16506,62361,Margin of Error,185 percent of poverty level,,,53.0
16507,62361,Margin of Error,200 percent of poverty level,,,53.0
16508,62361,Margin of Error,300 percent of poverty level,,,73.0
16509,62361,Margin of Error,400 percent of poverty level,,,87.0
16510,62361,Margin of Error,50 percent of poverty level,,,9.0
16511,62361,Margin of Error,500 percent of poverty level,,,82.0
16512,62362,Estimate,125 percent of poverty level,,,71.0
16513,62362,Estimate,150 percent of poverty level,,,92.0
16514,62362,Estimate,185 percent of poverty level,,,109.0
16515,62362,Estimate,200 percent of poverty level,,,121.0
16516,62362,Estimate,300 percent of poverty level,,,155.0
16517,62362,Estimate,400 percent of poverty level,,,194.0
16518,62362,Estimate,50 percent of poverty level,,,40.0
16519,62362,Estimate,500 percent of poverty level,,,232.0
16520,62362,Margin of Error,125 percent of poverty level,,,37.0
16521,62362,Margin of Error,150 percent of poverty level,,,43.0
16522,62362,Margin of Error,185 percent of poverty level,,,43.0
16523,62362,Margin of Error,200 percent of poverty level,,,46.0
16524,62362,Margin of Error,300 percent of poverty level,,,49.0
16525,62362,Margin of Error,400 percent of poverty level,,,57.0
16526,62362,Margin of Error,50 percent of poverty level,,,35.0
16527,62362,Margin of Error,500 percent of poverty level,,,64.0
16528,62363,Estimate,125 percent of poverty level,,,1022.0
16529,62363,Estimate,150 percent of poverty level,,,1334.0
16530,62363,Estimate,185 percent of poverty level,,,1787.0
16531,62363,Estimate,200 percent of poverty level,,,1929.0
16532,62363,Estimate,300 percent of poverty level,,,2655.0
16533,62363,Estimate,400 percent of poverty level,,,3621.0
16534,62363,Estimate,50 percent of poverty level,,,285.0
16535,62363,Estimate,500 percent of poverty level,,,4013.0
16536,62363,Margin of Error,125 percent of poverty level,,,300.0
16537,62363,Margin of Error,150 percent of poverty level,,,282.0
16538,62363,Margin of Error,185 percent of poverty level,,,318.0
16539,62363,Margin of Error,200 percent of poverty level,,,344.0
16540,62363,Margin of Error,300 percent of poverty level,,,362.0
16541,62363,Margin of Error,400 percent of poverty level,,,380.0
16542,62363,Margin of Error,50 percent of poverty level,,,145.0
16543,62363,Margin of Error,500 percent of poverty level,,,392.0
16544,62365,Estimate,125 percent of poverty level,,,61.0
16545,62365,Estimate,150 percent of poverty level,,,76.0
16546,62365,Estimate,185 percent of poverty level,,,90.0
16547,62365,Estimate,200 percent of poverty level,,,95.0
16548,62365,Estimate,300 percent of poverty level,,,150.0
16549,62365,Estimate,400 percent of poverty level,,,276.0
16550,62365,Estimate,50 percent of poverty level,,,39.0
16551,62365,Estimate,500 percent of poverty level,,,402.0
16552,62365,Margin of Error,125 percent of poverty level,,,41.0
16553,62365,Margin of Error,150 percent of poverty level,,,47.0
16554,62365,Margin of Error,185 percent of poverty level,,,51.0
16555,62365,Margin of Error,200 percent of poverty level,,,52.0
16556,62365,Margin of Error,300 percent of poverty level,,,57.0
16557,62365,Margin of Error,400 percent of poverty level,,,110.0
16558,62365,Margin of Error,50 percent of poverty level,,,30.0
16559,62365,Margin of Error,500 percent of poverty level,,,107.0
16560,62366,Estimate,125 percent of poverty level,,,429.0
16561,62366,Estimate,150 percent of poverty level,,,493.0
16562,62366,Estimate,185 percent of poverty level,,,571.0
16563,62366,Estimate,200 percent of poverty level,,,617.0
16564,62366,Estimate,300 percent of poverty level,,,1056.0
16565,62366,Estimate,400 percent of poverty level,,,1255.0
16566,62366,Estimate,50 percent of poverty level,,,208.0
16567,62366,Estimate,500 percent of poverty level,,,1391.0
16568,62366,Margin of Error,125 percent of poverty level,,,177.0
16569,62366,Margin of Error,150 percent of poverty level,,,190.0
16570,62366,Margin of Error,185 percent of poverty level,,,196.0
16571,62366,Margin of Error,200 percent of poverty level,,,200.0
16572,62366,Margin of Error,300 percent of poverty level,,,259.0
16573,62366,Margin of Error,400 percent of poverty level,,,269.0
16574,62366,Margin of Error,50 percent of poverty level,,,134.0
16575,62366,Margin of Error,500 percent of poverty level,,,286.0
16576,62367,Estimate,125 percent of poverty level,,,269.0
16577,62367,Estimate,150 percent of poverty level,,,315.0
16578,62367,Estimate,185 percent of poverty level,,,426.0
16579,62367,Estimate,200 percent of poverty level,,,436.0
16580,62367,Estimate,300 percent of poverty level,,,656.0
16581,62367,Estimate,400 percent of poverty level,,,766.0
16582,62367,Estimate,50 percent of poverty level,,,127.0
16583,62367,Estimate,500 percent of poverty level,,,1007.0
16584,62367,Margin of Error,125 percent of poverty level,,,106.0
16585,62367,Margin of Error,150 percent of poverty level,,,115.0
16586,62367,Margin of Error,185 percent of poverty level,,,150.0
16587,62367,Margin of Error,200 percent of poverty level,,,150.0
16588,62367,Margin of Error,300 percent of poverty level,,,195.0
16589,62367,Margin of Error,400 percent of poverty level,,,207.0
16590,62367,Margin of Error,50 percent of poverty level,,,71.0
16591,62367,Margin of Error,500 percent of poverty level,,,236.0
16592,62370,Estimate,125 percent of poverty level,,,65.0
16593,62370,Estimate,150 percent of poverty level,,,95.0
16594,62370,Estimate,185 percent of poverty level,,,96.0
16595,62370,Estimate,200 percent of poverty level,,,96.0
16596,62370,Estimate,300 percent of poverty level,,,141.0
16597,62370,Estimate,400 percent of poverty level,,,174.0
16598,62370,Estimate,50 percent of poverty level,,,22.0
16599,62370,Estimate,500 percent of poverty level,,,211.0
16600,62370,Margin of Error,125 percent of poverty level,,,48.0
16601,62370,Margin of Error,150 percent of poverty level,,,72.0
16602,62370,Margin of Error,185 percent of poverty level,,,72.0
16603,62370,Margin of Error,200 percent of poverty level,,,72.0
16604,62370,Margin of Error,300 percent of poverty level,,,89.0
16605,62370,Margin of Error,400 percent of poverty level,,,94.0
16606,62370,Margin of Error,50 percent of poverty level,,,27.0
16607,62370,Margin of Error,500 percent of poverty level,,,90.0
16608,62373,Estimate,125 percent of poverty level,,,10.0
16609,62373,Estimate,150 percent of poverty level,,,16.0
16610,62373,Estimate,185 percent of poverty level,,,38.0
16611,62373,Estimate,200 percent of poverty level,,,38.0
16612,62373,Estimate,300 percent of poverty level,,,86.0
16613,62373,Estimate,400 percent of poverty level,,,145.0
16614,62373,Estimate,50 percent of poverty level,,,0.0
16615,62373,Estimate,500 percent of poverty level,,,145.0
16616,62373,Margin of Error,125 percent of poverty level,,,10.0
16617,62373,Margin of Error,150 percent of poverty level,,,13.0
16618,62373,Margin of Error,185 percent of poverty level,,,28.0
16619,62373,Margin of Error,200 percent of poverty level,,,28.0
16620,62373,Margin of Error,300 percent of poverty level,,,52.0
16621,62373,Margin of Error,400 percent of poverty level,,,60.0
16622,62373,Margin of Error,50 percent of poverty level,,,12.0
16623,62373,Margin of Error,500 percent of poverty level,,,60.0
16624,62374,Estimate,125 percent of poverty level,,,50.0
16625,62374,Estimate,150 percent of poverty level,,,59.0
16626,62374,Estimate,185 percent of poverty level,,,99.0
16627,62374,Estimate,200 percent of poverty level,,,104.0
16628,62374,Estimate,300 percent of poverty level,,,151.0
16629,62374,Estimate,400 percent of poverty level,,,198.0
16630,62374,Estimate,50 percent of poverty level,,,0.0
16631,62374,Estimate,500 percent of poverty level,,,269.0
16632,62374,Margin of Error,125 percent of poverty level,,,41.0
16633,62374,Margin of Error,150 percent of poverty level,,,43.0
16634,62374,Margin of Error,185 percent of poverty level,,,60.0
16635,62374,Margin of Error,200 percent of poverty level,,,61.0
16636,62374,Margin of Error,300 percent of poverty level,,,72.0
16637,62374,Margin of Error,400 percent of poverty level,,,80.0
16638,62374,Margin of Error,50 percent of poverty level,,,12.0
16639,62374,Margin of Error,500 percent of poverty level,,,85.0
16640,62375,Estimate,125 percent of poverty level,,,41.0
16641,62375,Estimate,150 percent of poverty level,,,42.0
16642,62375,Estimate,185 percent of poverty level,,,55.0
16643,62375,Estimate,200 percent of poverty level,,,55.0
16644,62375,Estimate,300 percent of poverty level,,,141.0
16645,62375,Estimate,400 percent of poverty level,,,193.0
16646,62375,Estimate,50 percent of poverty level,,,15.0
16647,62375,Estimate,500 percent of poverty level,,,353.0
16648,62375,Margin of Error,125 percent of poverty level,,,34.0
16649,62375,Margin of Error,150 percent of poverty level,,,34.0
16650,62375,Margin of Error,185 percent of poverty level,,,37.0
16651,62375,Margin of Error,200 percent of poverty level,,,37.0
16652,62375,Margin of Error,300 percent of poverty level,,,85.0
16653,62375,Margin of Error,400 percent of poverty level,,,96.0
16654,62375,Margin of Error,50 percent of poverty level,,,25.0
16655,62375,Margin of Error,500 percent of poverty level,,,148.0
16656,62376,Estimate,125 percent of poverty level,,,167.0
16657,62376,Estimate,150 percent of poverty level,,,185.0
16658,62376,Estimate,185 percent of poverty level,,,207.0
16659,62376,Estimate,200 percent of poverty level,,,256.0
16660,62376,Estimate,300 percent of poverty level,,,517.0
16661,62376,Estimate,400 percent of poverty level,,,721.0
16662,62376,Estimate,50 percent of poverty level,,,26.0
16663,62376,Estimate,500 percent of poverty level,,,805.0
16664,62376,Margin of Error,125 percent of poverty level,,,102.0
16665,62376,Margin of Error,150 percent of poverty level,,,104.0
16666,62376,Margin of Error,185 percent of poverty level,,,104.0
16667,62376,Margin of Error,200 percent of poverty level,,,126.0
16668,62376,Margin of Error,300 percent of poverty level,,,146.0
16669,62376,Margin of Error,400 percent of poverty level,,,156.0
16670,62376,Margin of Error,50 percent of poverty level,,,21.0
16671,62376,Margin of Error,500 percent of poverty level,,,158.0
16672,62378,Estimate,125 percent of poverty level,,,142.0
16673,62378,Estimate,150 percent of poverty level,,,158.0
16674,62378,Estimate,185 percent of poverty level,,,207.0
16675,62378,Estimate,200 percent of poverty level,,,220.0
16676,62378,Estimate,300 percent of poverty level,,,379.0
16677,62378,Estimate,400 percent of poverty level,,,512.0
16678,62378,Estimate,50 percent of poverty level,,,14.0
16679,62378,Estimate,500 percent of poverty level,,,623.0
16680,62378,Margin of Error,125 percent of poverty level,,,89.0
16681,62378,Margin of Error,150 percent of poverty level,,,95.0
16682,62378,Margin of Error,185 percent of poverty level,,,91.0
16683,62378,Margin of Error,200 percent of poverty level,,,95.0
16684,62378,Margin of Error,300 percent of poverty level,,,134.0
16685,62378,Margin of Error,400 percent of poverty level,,,270.0
16686,62378,Margin of Error,50 percent of poverty level,,,14.0
16687,62378,Margin of Error,500 percent of poverty level,,,278.0
16688,62379,Estimate,125 percent of poverty level,,,193.0
16689,62379,Estimate,150 percent of poverty level,,,269.0
16690,62379,Estimate,185 percent of poverty level,,,378.0
16691,62379,Estimate,200 percent of poverty level,,,506.0
16692,62379,Estimate,300 percent of poverty level,,,874.0
16693,62379,Estimate,400 percent of poverty level,,,1193.0
16694,62379,Estimate,50 percent of poverty level,,,78.0
16695,62379,Estimate,500 percent of poverty level,,,1472.0
16696,62379,Margin of Error,125 percent of poverty level,,,91.0
16697,62379,Margin of Error,150 percent of poverty level,,,98.0
16698,62379,Margin of Error,185 percent of poverty level,,,112.0
16699,62379,Margin of Error,200 percent of poverty level,,,147.0
16700,62379,Margin of Error,300 percent of poverty level,,,213.0
16701,62379,Margin of Error,400 percent of poverty level,,,205.0
16702,62379,Margin of Error,50 percent of poverty level,,,68.0
16703,62379,Margin of Error,500 percent of poverty level,,,192.0
16704,62380,Estimate,125 percent of poverty level,,,271.0
16705,62380,Estimate,150 percent of poverty level,,,271.0
16706,62380,Estimate,185 percent of poverty level,,,309.0
16707,62380,Estimate,200 percent of poverty level,,,331.0
16708,62380,Estimate,300 percent of poverty level,,,434.0
16709,62380,Estimate,400 percent of poverty level,,,472.0
16710,62380,Estimate,50 percent of poverty level,,,25.0
16711,62380,Estimate,500 percent of poverty level,,,492.0
16712,62380,Margin of Error,125 percent of poverty level,,,205.0
16713,62380,Margin of Error,150 percent of poverty level,,,205.0
16714,62380,Margin of Error,185 percent of poverty level,,,209.0
16715,62380,Margin of Error,200 percent of poverty level,,,209.0
16716,62380,Margin of Error,300 percent of poverty level,,,220.0
16717,62380,Margin of Error,400 percent of poverty level,,,234.0
16718,62380,Margin of Error,50 percent of poverty level,,,32.0
16719,62380,Margin of Error,500 percent of poverty level,,,236.0
16720,62401,Estimate,125 percent of poverty level,,,3449.0
16721,62401,Estimate,150 percent of poverty level,,,4292.0
16722,62401,Estimate,185 percent of poverty level,,,5194.0
16723,62401,Estimate,200 percent of poverty level,,,5553.0
16724,62401,Estimate,300 percent of poverty level,,,8210.0
16725,62401,Estimate,400 percent of poverty level,,,11590.0
16726,62401,Estimate,50 percent of poverty level,,,785.0
16727,62401,Estimate,500 percent of poverty level,,,13779.0
16728,62401,Margin of Error,125 percent of poverty level,,,670.0
16729,62401,Margin of Error,150 percent of poverty level,,,679.0
16730,62401,Margin of Error,185 percent of poverty level,,,743.0
16731,62401,Margin of Error,200 percent of poverty level,,,732.0
16732,62401,Margin of Error,300 percent of poverty level,,,699.0
16733,62401,Margin of Error,400 percent of poverty level,,,749.0
16734,62401,Margin of Error,50 percent of poverty level,,,253.0
16735,62401,Margin of Error,500 percent of poverty level,,,728.0
16736,62410,Estimate,125 percent of poverty level,,,168.0
16737,62410,Estimate,150 percent of poverty level,,,191.0
16738,62410,Estimate,185 percent of poverty level,,,283.0
16739,62410,Estimate,200 percent of poverty level,,,319.0
16740,62410,Estimate,300 percent of poverty level,,,650.0
16741,62410,Estimate,400 percent of poverty level,,,829.0
16742,62410,Estimate,50 percent of poverty level,,,68.0
16743,62410,Estimate,500 percent of poverty level,,,988.0
16744,62410,Margin of Error,125 percent of poverty level,,,65.0
16745,62410,Margin of Error,150 percent of poverty level,,,74.0
16746,62410,Margin of Error,185 percent of poverty level,,,80.0
16747,62410,Margin of Error,200 percent of poverty level,,,85.0
16748,62410,Margin of Error,300 percent of poverty level,,,163.0
16749,62410,Margin of Error,400 percent of poverty level,,,183.0
16750,62410,Margin of Error,50 percent of poverty level,,,33.0
16751,62410,Margin of Error,500 percent of poverty level,,,199.0
16752,62411,Estimate,125 percent of poverty level,,,508.0
16753,62411,Estimate,150 percent of poverty level,,,721.0
16754,62411,Estimate,185 percent of poverty level,,,896.0
16755,62411,Estimate,200 percent of poverty level,,,982.0
16756,62411,Estimate,300 percent of poverty level,,,1859.0
16757,62411,Estimate,400 percent of poverty level,,,2524.0
16758,62411,Estimate,50 percent of poverty level,,,169.0
16759,62411,Estimate,500 percent of poverty level,,,3064.0
16760,62411,Margin of Error,125 percent of poverty level,,,156.0
16761,62411,Margin of Error,150 percent of poverty level,,,236.0
16762,62411,Margin of Error,185 percent of poverty level,,,256.0
16763,62411,Margin of Error,200 percent of poverty level,,,274.0
16764,62411,Margin of Error,300 percent of poverty level,,,311.0
16765,62411,Margin of Error,400 percent of poverty level,,,289.0
16766,62411,Margin of Error,50 percent of poverty level,,,89.0
16767,62411,Margin of Error,500 percent of poverty level,,,271.0
16768,62413,Estimate,125 percent of poverty level,,,2.0
16769,62413,Estimate,150 percent of poverty level,,,2.0
16770,62413,Estimate,185 percent of poverty level,,,19.0
16771,62413,Estimate,200 percent of poverty level,,,19.0
16772,62413,Estimate,300 percent of poverty level,,,155.0
16773,62413,Estimate,400 percent of poverty level,,,209.0
16774,62413,Estimate,50 percent of poverty level,,,0.0
16775,62413,Estimate,500 percent of poverty level,,,213.0
16776,62413,Margin of Error,125 percent of poverty level,,,4.0
16777,62413,Margin of Error,150 percent of poverty level,,,4.0
16778,62413,Margin of Error,185 percent of poverty level,,,19.0
16779,62413,Margin of Error,200 percent of poverty level,,,19.0
16780,62413,Margin of Error,300 percent of poverty level,,,110.0
16781,62413,Margin of Error,400 percent of poverty level,,,123.0
16782,62413,Margin of Error,50 percent of poverty level,,,12.0
16783,62413,Margin of Error,500 percent of poverty level,,,123.0
16784,62414,Estimate,125 percent of poverty level,,,291.0
16785,62414,Estimate,150 percent of poverty level,,,412.0
16786,62414,Estimate,185 percent of poverty level,,,731.0
16787,62414,Estimate,200 percent of poverty level,,,745.0
16788,62414,Estimate,300 percent of poverty level,,,1033.0
16789,62414,Estimate,400 percent of poverty level,,,1265.0
16790,62414,Estimate,50 percent of poverty level,,,45.0
16791,62414,Estimate,500 percent of poverty level,,,1480.0
16792,62414,Margin of Error,125 percent of poverty level,,,103.0
16793,62414,Margin of Error,150 percent of poverty level,,,123.0
16794,62414,Margin of Error,185 percent of poverty level,,,219.0
16795,62414,Margin of Error,200 percent of poverty level,,,220.0
16796,62414,Margin of Error,300 percent of poverty level,,,242.0
16797,62414,Margin of Error,400 percent of poverty level,,,254.0
16798,62414,Margin of Error,50 percent of poverty level,,,25.0
16799,62414,Margin of Error,500 percent of poverty level,,,271.0
16800,62417,Estimate,125 percent of poverty level,,,368.0
16801,62417,Estimate,150 percent of poverty level,,,608.0
16802,62417,Estimate,185 percent of poverty level,,,806.0
16803,62417,Estimate,200 percent of poverty level,,,948.0
16804,62417,Estimate,300 percent of poverty level,,,1412.0
16805,62417,Estimate,400 percent of poverty level,,,1939.0
16806,62417,Estimate,50 percent of poverty level,,,137.0
16807,62417,Estimate,500 percent of poverty level,,,2275.0
16808,62417,Margin of Error,125 percent of poverty level,,,151.0
16809,62417,Margin of Error,150 percent of poverty level,,,204.0
16810,62417,Margin of Error,185 percent of poverty level,,,218.0
16811,62417,Margin of Error,200 percent of poverty level,,,216.0
16812,62417,Margin of Error,300 percent of poverty level,,,241.0
16813,62417,Margin of Error,400 percent of poverty level,,,296.0
16814,62417,Margin of Error,50 percent of poverty level,,,101.0
16815,62417,Margin of Error,500 percent of poverty level,,,330.0
16816,62418,Estimate,125 percent of poverty level,,,355.0
16817,62418,Estimate,150 percent of poverty level,,,398.0
16818,62418,Estimate,185 percent of poverty level,,,684.0
16819,62418,Estimate,200 percent of poverty level,,,805.0
16820,62418,Estimate,300 percent of poverty level,,,1113.0
16821,62418,Estimate,400 percent of poverty level,,,1487.0
16822,62418,Estimate,50 percent of poverty level,,,100.0
16823,62418,Estimate,500 percent of poverty level,,,1721.0
16824,62418,Margin of Error,125 percent of poverty level,,,127.0
16825,62418,Margin of Error,150 percent of poverty level,,,135.0
16826,62418,Margin of Error,185 percent of poverty level,,,237.0
16827,62418,Margin of Error,200 percent of poverty level,,,250.0
16828,62418,Margin of Error,300 percent of poverty level,,,272.0
16829,62418,Margin of Error,400 percent of poverty level,,,286.0
16830,62418,Margin of Error,50 percent of poverty level,,,71.0
16831,62418,Margin of Error,500 percent of poverty level,,,279.0
16832,62419,Estimate,125 percent of poverty level,,,49.0
16833,62419,Estimate,150 percent of poverty level,,,63.0
16834,62419,Estimate,185 percent of poverty level,,,71.0
16835,62419,Estimate,200 percent of poverty level,,,77.0
16836,62419,Estimate,300 percent of poverty level,,,108.0
16837,62419,Estimate,400 percent of poverty level,,,143.0
16838,62419,Estimate,50 percent of poverty level,,,11.0
16839,62419,Estimate,500 percent of poverty level,,,158.0
16840,62419,Margin of Error,125 percent of poverty level,,,29.0
16841,62419,Margin of Error,150 percent of poverty level,,,32.0
16842,62419,Margin of Error,185 percent of poverty level,,,34.0
16843,62419,Margin of Error,200 percent of poverty level,,,34.0
16844,62419,Margin of Error,300 percent of poverty level,,,45.0
16845,62419,Margin of Error,400 percent of poverty level,,,57.0
16846,62419,Margin of Error,50 percent of poverty level,,,11.0
16847,62419,Margin of Error,500 percent of poverty level,,,59.0
16848,62420,Estimate,125 percent of poverty level,,,560.0
16849,62420,Estimate,150 percent of poverty level,,,1035.0
16850,62420,Estimate,185 percent of poverty level,,,1232.0
16851,62420,Estimate,200 percent of poverty level,,,1371.0
16852,62420,Estimate,300 percent of poverty level,,,2465.0
16853,62420,Estimate,400 percent of poverty level,,,2875.0
16854,62420,Estimate,50 percent of poverty level,,,90.0
16855,62420,Estimate,500 percent of poverty level,,,3430.0
16856,62420,Margin of Error,125 percent of poverty level,,,185.0
16857,62420,Margin of Error,150 percent of poverty level,,,326.0
16858,62420,Margin of Error,185 percent of poverty level,,,331.0
16859,62420,Margin of Error,200 percent of poverty level,,,349.0
16860,62420,Margin of Error,300 percent of poverty level,,,344.0
16861,62420,Margin of Error,400 percent of poverty level,,,362.0
16862,62420,Margin of Error,50 percent of poverty level,,,74.0
16863,62420,Margin of Error,500 percent of poverty level,,,315.0
16864,62421,Estimate,125 percent of poverty level,,,41.0
16865,62421,Estimate,150 percent of poverty level,,,43.0
16866,62421,Estimate,185 percent of poverty level,,,76.0
16867,62421,Estimate,200 percent of poverty level,,,123.0
16868,62421,Estimate,300 percent of poverty level,,,228.0
16869,62421,Estimate,400 percent of poverty level,,,383.0
16870,62421,Estimate,50 percent of poverty level,,,8.0
16871,62421,Estimate,500 percent of poverty level,,,461.0
16872,62421,Margin of Error,125 percent of poverty level,,,35.0
16873,62421,Margin of Error,150 percent of poverty level,,,35.0
16874,62421,Margin of Error,185 percent of poverty level,,,43.0
16875,62421,Margin of Error,200 percent of poverty level,,,73.0
16876,62421,Margin of Error,300 percent of poverty level,,,102.0
16877,62421,Margin of Error,400 percent of poverty level,,,155.0
16878,62421,Margin of Error,50 percent of poverty level,,,10.0
