,Zipcode,Stats,EMPLOYMENT STATUS,Below poverty level,Percent below poverty level,Total
13295,62242,Margin of Error,Employed Female,12.0,11.3,62.0
13296,62242,Margin of Error,Employed Male,13.0,4.1,66.0
13297,62242,Margin of Error,Unemployed,17.0,22.6,25.0
13298,62242,Margin of Error,Unemployed Female,14.0,31.9,14.0
13299,62242,Margin of Error,Unemployed Male,11.0,46.4,15.0
13300,62243,Estimate,Civilian labor force 16 years and over,135.0,4.5,2977.0
13301,62243,Estimate,Employed,91.0,3.2,2856.0
13302,62243,Estimate,Employed Female,64.0,4.9,1295.0
13303,62243,Estimate,Employed Male,27.0,1.7,1561.0
13304,62243,Estimate,Unemployed,44.0,36.4,121.0
13305,62243,Estimate,Unemployed Female,42.0,41.2,102.0
13306,62243,Estimate,Unemployed Male,2.0,10.5,19.0
13307,62243,Margin of Error,Civilian labor force 16 years and over,71.0,2.5,340.0
13308,62243,Margin of Error,Employed,74.0,2.7,330.0
13309,62243,Margin of Error,Employed Female,62.0,4.8,155.0
13310,62243,Margin of Error,Employed Male,29.0,1.9,255.0
13311,62243,Margin of Error,Unemployed,51.0,33.2,84.0
13312,62243,Margin of Error,Unemployed Female,50.0,41.1,76.0
13313,62243,Margin of Error,Unemployed Male,4.0,25.9,18.0
13314,62244,Estimate,Civilian labor force 16 years and over,2.0,0.4,537.0
13315,62244,Estimate,Employed,2.0,0.4,520.0
13316,62244,Estimate,Employed Female,0.0,0.0,215.0
13317,62244,Estimate,Employed Male,2.0,0.7,305.0
13318,62244,Estimate,Unemployed,0.0,0.0,17.0
13319,62244,Estimate,Unemployed Female,0.0,0.0,12.0
13320,62244,Estimate,Unemployed Male,0.0,0.0,5.0
13321,62244,Margin of Error,Civilian labor force 16 years and over,3.0,0.6,140.0
13322,62244,Margin of Error,Employed,3.0,0.6,133.0
13323,62244,Margin of Error,Employed Female,12.0,14.0,63.0
13324,62244,Margin of Error,Employed Male,3.0,1.0,81.0
13325,62244,Margin of Error,Unemployed,12.0,71.9,19.0
13326,62244,Margin of Error,Unemployed Female,12.0,85.6,14.0
13327,62244,Margin of Error,Unemployed Male,12.0,100.0,9.0
13328,62245,Estimate,Civilian labor force 16 years and over,71.0,6.7,1059.0
13329,62245,Estimate,Employed,37.0,3.6,1021.0
13330,62245,Estimate,Employed Female,7.0,1.6,439.0
13331,62245,Estimate,Employed Male,30.0,5.2,582.0
13332,62245,Estimate,Unemployed,34.0,89.5,38.0
13333,62245,Estimate,Unemployed Female,9.0,75.0,12.0
13334,62245,Estimate,Unemployed Male,25.0,96.2,26.0
13335,62245,Margin of Error,Civilian labor force 16 years and over,75.0,6.7,158.0
13336,62245,Margin of Error,Employed,37.0,3.6,145.0
13337,62245,Margin of Error,Employed Female,6.0,1.4,77.0
13338,62245,Margin of Error,Employed Male,37.0,6.2,102.0
13339,62245,Margin of Error,Unemployed,38.0,23.9,37.0
13340,62245,Margin of Error,Unemployed Female,15.0,55.4,16.0
13341,62245,Margin of Error,Unemployed Male,24.0,11.7,24.0
13342,62246,Estimate,Civilian labor force 16 years and over,397.0,10.2,3893.0
13343,62246,Estimate,Employed,384.0,9.9,3863.0
13344,62246,Estimate,Employed Female,133.0,6.8,1959.0
13345,62246,Estimate,Employed Male,251.0,13.2,1904.0
13346,62246,Estimate,Unemployed,13.0,43.3,30.0
13347,62246,Estimate,Unemployed Female,13.0,100.0,13.0
13348,62246,Estimate,Unemployed Male,0.0,0.0,17.0
13349,62246,Margin of Error,Civilian labor force 16 years and over,221.0,5.4,369.0
13350,62246,Margin of Error,Employed,216.0,5.3,361.0
13351,62246,Margin of Error,Employed Female,81.0,3.9,244.0
13352,62246,Margin of Error,Employed Male,207.0,10.0,260.0
13353,62246,Margin of Error,Unemployed,18.0,54.4,35.0
13354,62246,Margin of Error,Unemployed Female,18.0,82.2,18.0
13355,62246,Margin of Error,Unemployed Male,17.0,71.9,27.0
13356,62248,Estimate,Civilian labor force 16 years and over,12.0,5.4,224.0
13357,62248,Estimate,Employed,12.0,5.5,218.0
13358,62248,Estimate,Employed Female,9.0,7.9,114.0
13359,62248,Estimate,Employed Male,3.0,2.9,104.0
13360,62248,Estimate,Unemployed,0.0,0.0,6.0
13361,62248,Estimate,Unemployed Female,0.0,,0.0
13362,62248,Estimate,Unemployed Male,0.0,0.0,6.0
13363,62248,Margin of Error,Civilian labor force 16 years and over,11.0,4.9,72.0
13364,62248,Margin of Error,Employed,11.0,5.0,70.0
13365,62248,Margin of Error,Employed Female,10.0,8.6,44.0
13366,62248,Margin of Error,Employed Male,6.0,4.8,36.0
13367,62248,Margin of Error,Unemployed,12.0,100.0,10.0
13368,62248,Margin of Error,Unemployed Female,12.0,,12.0
13369,62248,Margin of Error,Unemployed Male,12.0,100.0,10.0
13370,62249,Estimate,Civilian labor force 16 years and over,330.0,3.9,8424.0
13371,62249,Estimate,Employed,239.0,2.9,8140.0
13372,62249,Estimate,Employed Female,141.0,3.7,3842.0
13373,62249,Estimate,Employed Male,98.0,2.3,4298.0
13374,62249,Estimate,Unemployed,91.0,32.0,284.0
13375,62249,Estimate,Unemployed Female,90.0,66.2,136.0
13376,62249,Estimate,Unemployed Male,1.0,0.7,148.0
13377,62249,Margin of Error,Civilian labor force 16 years and over,161.0,1.9,450.0
13378,62249,Margin of Error,Employed,113.0,1.4,488.0
13379,62249,Margin of Error,Employed Female,89.0,2.3,372.0
13380,62249,Margin of Error,Employed Male,58.0,1.3,354.0
13381,62249,Margin of Error,Unemployed,125.0,36.2,143.0
13382,62249,Margin of Error,Unemployed Female,125.0,55.1,116.0
13383,62249,Margin of Error,Unemployed Male,3.0,2.2,89.0
13384,62250,Estimate,Civilian labor force 16 years and over,11.0,3.1,350.0
13385,62250,Estimate,Employed,11.0,3.4,328.0
13386,62250,Estimate,Employed Female,11.0,7.5,147.0
13387,62250,Estimate,Employed Male,0.0,0.0,181.0
13388,62250,Estimate,Unemployed,0.0,0.0,22.0
13389,62250,Estimate,Unemployed Female,0.0,,0.0
13390,62250,Estimate,Unemployed Male,0.0,0.0,22.0
13391,62250,Margin of Error,Civilian labor force 16 years and over,14.0,4.1,111.0
13392,62250,Margin of Error,Employed,14.0,4.4,103.0
13393,62250,Margin of Error,Employed Female,14.0,9.5,46.0
13394,62250,Margin of Error,Employed Male,12.0,16.4,71.0
13395,62250,Margin of Error,Unemployed,12.0,63.2,23.0
13396,62250,Margin of Error,Unemployed Female,12.0,,12.0
13397,62250,Margin of Error,Unemployed Male,12.0,63.2,23.0
13398,62253,Estimate,Civilian labor force 16 years and over,49.0,18.6,263.0
13399,62253,Estimate,Employed,22.0,9.7,226.0
13400,62253,Estimate,Employed Female,13.0,11.4,114.0
13401,62253,Estimate,Employed Male,9.0,8.0,112.0
13402,62253,Estimate,Unemployed,27.0,73.0,37.0
13403,62253,Estimate,Unemployed Female,0.0,0.0,7.0
13404,62253,Estimate,Unemployed Male,27.0,90.0,30.0
13405,62253,Margin of Error,Civilian labor force 16 years and over,40.0,13.8,80.0
13406,62253,Margin of Error,Employed,18.0,7.8,69.0
13407,62253,Margin of Error,Employed Female,12.0,10.5,43.0
13408,62253,Margin of Error,Employed Male,15.0,13.2,41.0
13409,62253,Margin of Error,Unemployed,37.0,40.1,37.0
13410,62253,Margin of Error,Unemployed Female,12.0,100.0,8.0
13411,62253,Margin of Error,Unemployed Male,37.0,26.6,36.0
13412,62254,Estimate,Civilian labor force 16 years and over,279.0,8.7,3224.0
13413,62254,Estimate,Employed,279.0,8.8,3179.0
13414,62254,Estimate,Employed Female,122.0,7.5,1621.0
13415,62254,Estimate,Employed Male,157.0,10.1,1558.0
13416,62254,Estimate,Unemployed,0.0,0.0,45.0
13417,62254,Estimate,Unemployed Female,0.0,0.0,19.0
13418,62254,Estimate,Unemployed Male,0.0,0.0,26.0
13419,62254,Margin of Error,Civilian labor force 16 years and over,151.0,4.6,337.0
13420,62254,Margin of Error,Employed,151.0,4.7,333.0
13421,62254,Margin of Error,Employed Female,87.0,5.2,266.0
13422,62254,Margin of Error,Employed Male,131.0,8.1,215.0
13423,62254,Margin of Error,Unemployed,17.0,44.2,39.0
13424,62254,Margin of Error,Unemployed Female,17.0,68.0,31.0
13425,62254,Margin of Error,Unemployed Male,17.0,58.2,33.0
13426,62255,Estimate,Civilian labor force 16 years and over,5.0,1.0,480.0
13427,62255,Estimate,Employed,3.0,0.7,448.0
13428,62255,Estimate,Employed Female,3.0,1.3,227.0
13429,62255,Estimate,Employed Male,0.0,0.0,221.0
13430,62255,Estimate,Unemployed,2.0,6.3,32.0
13431,62255,Estimate,Unemployed Female,2.0,100.0,2.0
13432,62255,Estimate,Unemployed Male,0.0,0.0,30.0
13433,62255,Margin of Error,Civilian labor force 16 years and over,6.0,1.2,142.0
13434,62255,Margin of Error,Employed,5.0,1.1,133.0
13435,62255,Margin of Error,Employed Female,5.0,2.2,74.0
13436,62255,Margin of Error,Employed Male,12.0,13.6,72.0
13437,62255,Margin of Error,Unemployed,3.0,9.1,29.0
13438,62255,Margin of Error,Unemployed Female,3.0,100.0,3.0
13439,62255,Margin of Error,Unemployed Male,12.0,54.1,28.0
13440,62257,Estimate,Civilian labor force 16 years and over,54.0,4.4,1218.0
13441,62257,Estimate,Employed,46.0,4.0,1147.0
13442,62257,Estimate,Employed Female,12.0,2.5,482.0
13443,62257,Estimate,Employed Male,34.0,5.1,665.0
13444,62257,Estimate,Unemployed,8.0,11.3,71.0
13445,62257,Estimate,Unemployed Female,8.0,21.1,38.0
13446,62257,Estimate,Unemployed Male,0.0,0.0,33.0
13447,62257,Margin of Error,Civilian labor force 16 years and over,34.0,2.9,225.0
13448,62257,Margin of Error,Employed,29.0,2.7,217.0
13449,62257,Margin of Error,Employed Female,14.0,2.8,97.0
13450,62257,Margin of Error,Employed Male,25.0,4.0,146.0
13451,62257,Margin of Error,Unemployed,9.0,12.7,41.0
13452,62257,Margin of Error,Unemployed Female,9.0,31.6,36.0
13453,62257,Margin of Error,Unemployed Male,12.0,51.6,30.0
13454,62258,Estimate,Civilian labor force 16 years and over,217.0,4.3,5072.0
13455,62258,Estimate,Employed,195.0,4.1,4807.0
13456,62258,Estimate,Employed Female,138.0,5.4,2561.0
13457,62258,Estimate,Employed Male,57.0,2.5,2246.0
13458,62258,Estimate,Unemployed,22.0,8.3,265.0
13459,62258,Estimate,Unemployed Female,0.0,0.0,125.0
13460,62258,Estimate,Unemployed Male,22.0,15.7,140.0
13461,62258,Margin of Error,Civilian labor force 16 years and over,132.0,2.6,406.0
13462,62258,Margin of Error,Employed,128.0,2.7,401.0
13463,62258,Margin of Error,Employed Female,90.0,3.5,251.0
13464,62258,Margin of Error,Employed Male,56.0,2.5,249.0
13465,62258,Margin of Error,Unemployed,35.0,13.4,152.0
13466,62258,Margin of Error,Unemployed Female,17.0,22.6,71.0
13467,62258,Margin of Error,Unemployed Male,35.0,31.7,135.0
13468,62260,Estimate,Civilian labor force 16 years and over,52.0,1.4,3697.0
13469,62260,Estimate,Employed,52.0,1.5,3525.0
13470,62260,Estimate,Employed Female,40.0,2.9,1393.0
13471,62260,Estimate,Employed Male,12.0,0.6,2132.0
13472,62260,Estimate,Unemployed,0.0,0.0,172.0
13473,62260,Estimate,Unemployed Female,0.0,0.0,136.0
13474,62260,Estimate,Unemployed Male,0.0,0.0,36.0
13475,62260,Margin of Error,Civilian labor force 16 years and over,47.0,1.3,447.0
13476,62260,Margin of Error,Employed,47.0,1.4,437.0
13477,62260,Margin of Error,Employed Female,37.0,2.7,243.0
13478,62260,Margin of Error,Employed Male,20.0,1.0,333.0
13479,62260,Margin of Error,Unemployed,17.0,17.1,107.0
13480,62260,Margin of Error,Unemployed Female,17.0,21.1,95.0
13481,62260,Margin of Error,Unemployed Male,17.0,49.4,42.0
13482,62261,Estimate,Civilian labor force 16 years and over,0.0,0.0,18.0
13483,62261,Estimate,Employed,0.0,0.0,18.0
13484,62261,Estimate,Employed Female,0.0,0.0,7.0
13485,62261,Estimate,Employed Male,0.0,0.0,11.0
13486,62261,Estimate,Unemployed,0.0,,0.0
13487,62261,Estimate,Unemployed Female,0.0,,0.0
13488,62261,Estimate,Unemployed Male,0.0,,0.0
13489,62261,Margin of Error,Civilian labor force 16 years and over,12.0,69.9,14.0
13490,62261,Margin of Error,Employed,12.0,69.9,14.0
13491,62261,Margin of Error,Employed Female,12.0,100.0,9.0
13492,62261,Margin of Error,Employed Male,12.0,89.4,16.0
13493,62261,Margin of Error,Unemployed,12.0,,12.0
13494,62261,Margin of Error,Unemployed Female,12.0,,12.0
13495,62261,Margin of Error,Unemployed Male,12.0,,12.0
13496,62262,Estimate,Civilian labor force 16 years and over,88.0,10.7,821.0
13497,62262,Estimate,Employed,65.0,8.1,798.0
13498,62262,Estimate,Employed Female,16.0,4.4,367.0
13499,62262,Estimate,Employed Male,49.0,11.4,431.0
13500,62262,Estimate,Unemployed,23.0,100.0,23.0
13501,62262,Estimate,Unemployed Female,0.0,,0.0
13502,62262,Estimate,Unemployed Male,23.0,100.0,23.0
13503,62262,Margin of Error,Civilian labor force 16 years and over,57.0,6.8,179.0
13504,62262,Margin of Error,Employed,46.0,5.8,174.0
13505,62262,Margin of Error,Employed Female,14.0,3.9,112.0
13506,62262,Margin of Error,Employed Male,37.0,8.4,86.0
13507,62262,Margin of Error,Unemployed,21.0,61.8,21.0
13508,62262,Margin of Error,Unemployed Female,12.0,,12.0
13509,62262,Margin of Error,Unemployed Male,21.0,61.8,21.0
13510,62263,Estimate,Civilian labor force 16 years and over,91.0,3.4,2659.0
13511,62263,Estimate,Employed,86.0,3.4,2501.0
13512,62263,Estimate,Employed Female,56.0,4.7,1203.0
13513,62263,Estimate,Employed Male,30.0,2.3,1298.0
13514,62263,Estimate,Unemployed,5.0,3.2,158.0
13515,62263,Estimate,Unemployed Female,5.0,10.0,50.0
13516,62263,Estimate,Unemployed Male,0.0,0.0,108.0
13517,62263,Margin of Error,Civilian labor force 16 years and over,57.0,2.1,262.0
13518,62263,Margin of Error,Employed,53.0,2.1,242.0
13519,62263,Margin of Error,Employed Female,42.0,3.4,147.0
13520,62263,Margin of Error,Employed Male,25.0,1.9,135.0
13521,62263,Margin of Error,Unemployed,9.0,5.4,57.0
13522,62263,Margin of Error,Unemployed Female,9.0,18.3,32.0
13523,62263,Margin of Error,Unemployed Male,12.0,25.5,55.0
13524,62264,Estimate,Civilian labor force 16 years and over,85.0,4.8,1773.0
13525,62264,Estimate,Employed,75.0,4.3,1732.0
13526,62264,Estimate,Employed Female,38.0,5.7,672.0
13527,62264,Estimate,Employed Male,37.0,3.5,1060.0
13528,62264,Estimate,Unemployed,10.0,24.4,41.0
13529,62264,Estimate,Unemployed Female,10.0,32.3,31.0
13530,62264,Estimate,Unemployed Male,0.0,0.0,10.0
13531,62264,Margin of Error,Civilian labor force 16 years and over,46.0,2.5,282.0
13532,62264,Margin of Error,Employed,43.0,2.4,279.0
13533,62264,Margin of Error,Employed Female,28.0,3.8,133.0
13534,62264,Margin of Error,Employed Male,30.0,2.9,184.0
13535,62264,Margin of Error,Unemployed,11.0,26.4,28.0
13536,62264,Margin of Error,Unemployed Female,11.0,36.1,26.0
13537,62264,Margin of Error,Unemployed Male,12.0,93.8,11.0
13538,62265,Estimate,Civilian labor force 16 years and over,86.0,3.9,2214.0
13539,62265,Estimate,Employed,86.0,4.0,2173.0
13540,62265,Estimate,Employed Female,77.0,7.8,983.0
13541,62265,Estimate,Employed Male,9.0,0.8,1190.0
13542,62265,Estimate,Unemployed,0.0,0.0,41.0
13543,62265,Estimate,Unemployed Female,0.0,0.0,19.0
13544,62265,Estimate,Unemployed Male,0.0,0.0,22.0
13545,62265,Margin of Error,Civilian labor force 16 years and over,84.0,3.8,269.0
13546,62265,Margin of Error,Employed,84.0,3.9,269.0
13547,62265,Margin of Error,Employed Female,83.0,8.3,178.0
13548,62265,Margin of Error,Employed Male,15.0,1.2,148.0
13549,62265,Margin of Error,Unemployed,12.0,46.3,43.0
13550,62265,Margin of Error,Unemployed Female,12.0,68.0,27.0
13551,62265,Margin of Error,Unemployed Male,12.0,63.2,35.0
13552,62266,Estimate,Civilian labor force 16 years and over,0.0,,0.0
13553,62266,Estimate,Employed,0.0,,0.0
13554,62266,Estimate,Employed Female,0.0,,0.0
13555,62266,Estimate,Employed Male,0.0,,0.0
13556,62266,Estimate,Unemployed,0.0,,0.0
13557,62266,Estimate,Unemployed Female,0.0,,0.0
13558,62266,Estimate,Unemployed Male,0.0,,0.0
13559,62266,Margin of Error,Civilian labor force 16 years and over,12.0,,12.0
13560,62266,Margin of Error,Employed,12.0,,12.0
13561,62266,Margin of Error,Employed Female,12.0,,12.0
13562,62266,Margin of Error,Employed Male,12.0,,12.0
13563,62266,Margin of Error,Unemployed,12.0,,12.0
13564,62266,Margin of Error,Unemployed Female,12.0,,12.0
13565,62266,Margin of Error,Unemployed Male,12.0,,12.0
13566,62268,Estimate,Civilian labor force 16 years and over,12.0,2.4,496.0
13567,62268,Estimate,Employed,5.0,1.1,460.0
13568,62268,Estimate,Employed Female,4.0,2.1,192.0
13569,62268,Estimate,Employed Male,1.0,0.4,268.0
13570,62268,Estimate,Unemployed,7.0,19.4,36.0
13571,62268,Estimate,Unemployed Female,7.0,20.0,35.0
13572,62268,Estimate,Unemployed Male,0.0,0.0,1.0
13573,62268,Margin of Error,Civilian labor force 16 years and over,9.0,1.8,137.0
13574,62268,Margin of Error,Employed,6.0,1.3,130.0
13575,62268,Margin of Error,Employed Female,5.0,2.7,67.0
13576,62268,Margin of Error,Employed Male,3.0,1.0,76.0
13577,62268,Margin of Error,Unemployed,8.0,24.1,26.0
13578,62268,Margin of Error,Unemployed Female,8.0,24.7,26.0
13579,62268,Margin of Error,Unemployed Male,12.0,100.0,3.0
13580,62269,Estimate,Civilian labor force 16 years and over,539.0,3.4,15682.0
13581,62269,Estimate,Employed,441.0,2.9,15153.0
13582,62269,Estimate,Employed Female,282.0,3.7,7653.0
13583,62269,Estimate,Employed Male,159.0,2.1,7500.0
13584,62269,Estimate,Unemployed,98.0,18.5,529.0
13585,62269,Estimate,Unemployed Female,40.0,22.0,182.0
13586,62269,Estimate,Unemployed Male,58.0,16.7,347.0
13587,62269,Margin of Error,Civilian labor force 16 years and over,182.0,1.2,827.0
13588,62269,Margin of Error,Employed,133.0,0.9,838.0
13589,62269,Margin of Error,Employed Female,118.0,1.5,506.0
13590,62269,Margin of Error,Employed Male,111.0,1.5,536.0
13591,62269,Margin of Error,Unemployed,115.0,19.5,190.0
13592,62269,Margin of Error,Unemployed Female,53.0,27.1,113.0
13593,62269,Margin of Error,Unemployed Male,67.0,18.0,136.0
13594,62271,Estimate,Civilian labor force 16 years and over,24.0,2.4,1020.0
13595,62271,Estimate,Employed,4.0,0.4,942.0
13596,62271,Estimate,Employed Female,4.0,0.9,449.0
13597,62271,Estimate,Employed Male,0.0,0.0,493.0
13598,62271,Estimate,Unemployed,20.0,25.6,78.0
13599,62271,Estimate,Unemployed Female,17.0,36.2,47.0
13600,62271,Estimate,Unemployed Male,3.0,9.7,31.0
13601,62271,Margin of Error,Civilian labor force 16 years and over,18.0,1.8,129.0
13602,62271,Margin of Error,Employed,6.0,0.6,120.0
13603,62271,Margin of Error,Employed Female,6.0,1.3,63.0
13604,62271,Margin of Error,Employed Male,12.0,6.4,78.0
13605,62271,Margin of Error,Unemployed,18.0,22.0,42.0
13606,62271,Margin of Error,Unemployed Female,17.0,32.8,31.0
13607,62271,Margin of Error,Unemployed Male,4.0,15.7,28.0
13608,62272,Estimate,Civilian labor force 16 years and over,54.0,6.3,858.0
13609,62272,Estimate,Employed,44.0,5.3,835.0
13610,62272,Estimate,Employed Female,10.0,3.2,312.0
13611,62272,Estimate,Employed Male,34.0,6.5,523.0
13612,62272,Estimate,Unemployed,10.0,43.5,23.0
13613,62272,Estimate,Unemployed Female,0.0,0.0,7.0
13614,62272,Estimate,Unemployed Male,10.0,62.5,16.0
13615,62272,Margin of Error,Civilian labor force 16 years and over,37.0,4.3,206.0
13616,62272,Margin of Error,Employed,36.0,4.2,202.0
13617,62272,Margin of Error,Employed Female,12.0,4.0,85.0
13618,62272,Margin of Error,Employed Male,28.0,5.4,150.0
13619,62272,Margin of Error,Unemployed,13.0,40.2,17.0
13620,62272,Margin of Error,Unemployed Female,12.0,100.0,7.0
13621,62272,Margin of Error,Unemployed Male,13.0,44.0,15.0
13622,62273,Estimate,Civilian labor force 16 years and over,18.0,16.7,108.0
13623,62273,Estimate,Employed,18.0,16.7,108.0
13624,62273,Estimate,Employed Female,0.0,0.0,42.0
13625,62273,Estimate,Employed Male,18.0,27.3,66.0
13626,62273,Estimate,Unemployed,0.0,,0.0
13627,62273,Estimate,Unemployed Female,0.0,,0.0
13628,62273,Estimate,Unemployed Male,0.0,,0.0
13629,62273,Margin of Error,Civilian labor force 16 years and over,30.0,28.6,70.0
13630,62273,Margin of Error,Employed,30.0,28.6,70.0
13631,62273,Margin of Error,Employed Female,12.0,45.8,42.0
13632,62273,Margin of Error,Employed Male,30.0,38.3,38.0
13633,62273,Margin of Error,Unemployed,12.0,,12.0
13634,62273,Margin of Error,Unemployed Female,12.0,,12.0
13635,62273,Margin of Error,Unemployed Male,12.0,,12.0
13636,62274,Estimate,Civilian labor force 16 years and over,345.0,13.9,2488.0
13637,62274,Estimate,Employed,338.0,14.0,2410.0
13638,62274,Estimate,Employed Female,288.0,23.5,1228.0
13639,62274,Estimate,Employed Male,50.0,4.2,1182.0
13640,62274,Estimate,Unemployed,7.0,9.0,78.0
13641,62274,Estimate,Unemployed Female,0.0,0.0,28.0
13642,62274,Estimate,Unemployed Male,7.0,14.0,50.0
13643,62274,Margin of Error,Civilian labor force 16 years and over,146.0,5.8,276.0
13644,62274,Margin of Error,Employed,145.0,5.9,278.0
13645,62274,Margin of Error,Employed Female,137.0,10.5,181.0
13646,62274,Margin of Error,Employed Male,37.0,3.2,183.0
13647,62274,Margin of Error,Unemployed,11.0,15.6,48.0
13648,62274,Margin of Error,Unemployed Female,17.0,56.0,31.0
13649,62274,Margin of Error,Unemployed Male,11.0,25.5,37.0
13650,62275,Estimate,Civilian labor force 16 years and over,51.0,2.7,1905.0
13651,62275,Estimate,Employed,39.0,2.1,1833.0
13652,62275,Estimate,Employed Female,12.0,1.4,843.0
13653,62275,Estimate,Employed Male,27.0,2.7,990.0
13654,62275,Estimate,Unemployed,12.0,16.7,72.0
13655,62275,Estimate,Unemployed Female,0.0,0.0,6.0
13656,62275,Estimate,Unemployed Male,12.0,18.2,66.0
13657,62275,Margin of Error,Civilian labor force 16 years and over,29.0,1.6,241.0
13658,62275,Margin of Error,Employed,28.0,1.6,235.0
13659,62275,Margin of Error,Employed Female,13.0,1.6,143.0
13660,62275,Margin of Error,Employed Male,24.0,2.4,144.0
13661,62275,Margin of Error,Unemployed,13.0,20.0,41.0
13662,62275,Margin of Error,Unemployed Female,12.0,100.0,7.0
13663,62275,Margin of Error,Unemployed Male,13.0,23.3,41.0
13664,62277,Estimate,Civilian labor force 16 years and over,35.0,6.1,576.0
13665,62277,Estimate,Employed,30.0,5.3,563.0
13666,62277,Estimate,Employed Female,15.0,5.7,263.0
13667,62277,Estimate,Employed Male,15.0,5.0,300.0
13668,62277,Estimate,Unemployed,5.0,38.5,13.0
13669,62277,Estimate,Unemployed Female,2.0,100.0,2.0
13670,62277,Estimate,Unemployed Male,3.0,27.3,11.0
13671,62277,Margin of Error,Civilian labor force 16 years and over,30.0,5.2,106.0
13672,62277,Margin of Error,Employed,29.0,5.2,104.0
13673,62277,Margin of Error,Employed Female,16.0,6.3,59.0
13674,62277,Margin of Error,Employed Male,16.0,5.1,58.0
13675,62277,Margin of Error,Unemployed,7.0,50.0,13.0
13676,62277,Margin of Error,Unemployed Female,3.0,100.0,3.0
13677,62277,Margin of Error,Unemployed Male,4.0,40.7,12.0
13678,62278,Estimate,Civilian labor force 16 years and over,276.0,8.4,3297.0
13679,62278,Estimate,Employed,232.0,7.2,3205.0
13680,62278,Estimate,Employed Female,195.0,12.3,1581.0
13681,62278,Estimate,Employed Male,37.0,2.3,1624.0
13682,62278,Estimate,Unemployed,44.0,47.8,92.0
13683,62278,Estimate,Unemployed Female,0.0,0.0,1.0
13684,62278,Estimate,Unemployed Male,44.0,48.4,91.0
13685,62278,Margin of Error,Civilian labor force 16 years and over,109.0,3.5,306.0
13686,62278,Margin of Error,Employed,93.0,3.0,325.0
13687,62278,Margin of Error,Employed Female,83.0,5.2,190.0
13688,62278,Margin of Error,Employed Male,32.0,2.0,220.0
13689,62278,Margin of Error,Unemployed,40.0,34.8,58.0
13690,62278,Margin of Error,Unemployed Female,17.0,100.0,3.0
13691,62278,Margin of Error,Unemployed Male,40.0,34.9,58.0
13692,62279,Estimate,Civilian labor force 16 years and over,0.0,0.0,6.0
13693,62279,Estimate,Employed,0.0,0.0,6.0
13694,62279,Estimate,Employed Female,0.0,,0.0
13695,62279,Estimate,Employed Male,0.0,0.0,6.0
13696,62279,Estimate,Unemployed,0.0,,0.0
13697,62279,Estimate,Unemployed Female,0.0,,0.0
13698,62279,Estimate,Unemployed Male,0.0,,0.0
13699,62279,Margin of Error,Civilian labor force 16 years and over,12.0,100.0,10.0
13700,62279,Margin of Error,Employed,12.0,100.0,10.0
13701,62279,Margin of Error,Employed Female,12.0,,12.0
13702,62279,Margin of Error,Employed Male,12.0,100.0,10.0
13703,62279,Margin of Error,Unemployed,12.0,,12.0
13704,62279,Margin of Error,Unemployed Female,12.0,,12.0
13705,62279,Margin of Error,Unemployed Male,12.0,,12.0
13706,62280,Estimate,Civilian labor force 16 years and over,0.0,0.0,283.0
13707,62280,Estimate,Employed,0.0,0.0,267.0
13708,62280,Estimate,Employed Female,0.0,0.0,127.0
13709,62280,Estimate,Employed Male,0.0,0.0,140.0
13710,62280,Estimate,Unemployed,0.0,0.0,16.0
13711,62280,Estimate,Unemployed Female,0.0,,0.0
13712,62280,Estimate,Unemployed Male,0.0,0.0,16.0
13713,62280,Margin of Error,Civilian labor force 16 years and over,12.0,10.8,97.0
13714,62280,Margin of Error,Employed,12.0,11.4,95.0
13715,62280,Margin of Error,Employed Female,12.0,22.3,50.0
13716,62280,Margin of Error,Employed Male,12.0,20.5,53.0
13717,62280,Margin of Error,Unemployed,12.0,74.1,21.0
13718,62280,Margin of Error,Unemployed Female,12.0,,12.0
13719,62280,Margin of Error,Unemployed Male,12.0,74.1,21.0
13720,62281,Estimate,Civilian labor force 16 years and over,19.0,1.4,1403.0
13721,62281,Estimate,Employed,13.0,0.9,1375.0
13722,62281,Estimate,Employed Female,10.0,1.5,647.0
13723,62281,Estimate,Employed Male,3.0,0.4,728.0
13724,62281,Estimate,Unemployed,6.0,21.4,28.0
13725,62281,Estimate,Unemployed Female,6.0,28.6,21.0
13726,62281,Estimate,Unemployed Male,0.0,0.0,7.0
13727,62281,Margin of Error,Civilian labor force 16 years and over,15.0,1.0,220.0
13728,62281,Margin of Error,Employed,12.0,0.9,221.0
13729,62281,Margin of Error,Employed Female,12.0,1.8,128.0
13730,62281,Margin of Error,Employed Male,4.0,0.6,114.0
13731,62281,Margin of Error,Unemployed,6.0,24.1,21.0
13732,62281,Margin of Error,Unemployed Female,6.0,40.1,19.0
13733,62281,Margin of Error,Unemployed Male,12.0,100.0,11.0
13734,62282,Estimate,Civilian labor force 16 years and over,10.0,4.1,241.0
13735,62282,Estimate,Employed,8.0,3.7,219.0
13736,62282,Estimate,Employed Female,6.0,4.8,124.0
13737,62282,Estimate,Employed Male,2.0,2.1,95.0
13738,62282,Estimate,Unemployed,2.0,9.1,22.0
13739,62282,Estimate,Unemployed Female,2.0,33.3,6.0
13740,62282,Estimate,Unemployed Male,0.0,0.0,16.0
